fixture_id,league_id,league_name,home_team_id,home_team_name,away_team_id,away_team_name,goals_half_time_home,goals_half_time_away,goals_full_time_home,goals_full_time_away,goals_extra_time_home,goals_extra_time_away,goals_penalty_home,goals_penalty_away,league_round,expected_goals_home,shots_on_goal_home,shots_off_goal_home,shots_insidebox_home,shots_outsidebox_home,total_shots_home,blocked_shots_home,fouls_home,corner_kicks_home,offsides_home,ball_possession_home,yellow_cards_home,red_cards_home,goalkeeper_saves_home,total_passes_home,passes_accurate_home,passes_percentage_home,expected_goals_away,shots_on_goal_away,shots_off_goal_away,shots_insidebox_away,shots_outsidebox_away,total_shots_away,blocked_shots_away,fouls_away,corner_kicks_away,offsides_away,ball_possession_away,yellow_cards_away,red_cards_away,goalkeeper_saves_away,total_passes_away,passes_accurate_away,passes_percentage_away,formation_home,formation_away,start_xi_home,substitutions_home,coach_home_team,start_xi_away,substitutions_away,coach_away_team
192906,39,Premier League,41,Southampton,76,Swansea,0,0,0,1,,,,,Regular Season - 23,,4.0,4.0,,,,,11.0,9.0,0.0,0.72,1.0,1.0,0.0,,,,,2.0,2.0,,,,,9.0,0.0,3.0,0.28,1.0,0.0,7.0,,,,,,"['18932', '18944', '2675', '18936', '18862', '49852', '1749', '554', '2938', '19480', '12765']","['304', '18060', '114750', '90518', '18941', '20273']",,"['2997', '19318', '19181', '19500', '18893', '19325', '18904', '19184', '19327', '44355', '83022']","['19622', '19583', '47531', '19624', '87809', '19328', '90508']",
194213,39,Premier League,40,Liverpool,47,Tottenham,0,1,0,2,,,,,Regular Season - 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['1624', '114819', '90491', '1350', '1739', '6353', '1858', '20059', '93990', '157', '18831']","['18904', '28434', '102748', '1139', '114902', '113796', '19294']",,"['114825', '90503', '19289', '114865', '114799', '18925', '754', '90513', '167', '30813', '18928']","['1758', '19952', '104745', '115979', '104620', '19160', '22142']",
192858,39,Premier League,41,Southampton,49,Chelsea,1,1,1,1,,,,,Regular Season - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18932', '18944', '2675', '162', '18941', '1749', '18764', '554', '181', '304', '12765']","['2938', '90518', '18956', '114750', '19865', '19480', '20268']",,"['730', '82009', '2281', '34', '1200', '108', '19243', '902', '2296', '54', '19031']","['2294', '102731', '22240', '1436', '2726', '12788', '2280']",
194135,39,Premier League,33,Manchester United,72,QPR,1,0,2,0,,,,,Regular Season - 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['882', '114764', '87077', '18772', '655', '90490', '893', '894', '114802', '50773', '1469']","['114774', '888', '18804', '104256', '2886', '19627', '904']",,"['114883', '55522', '45001', '51199', '88449', '578', '114858', '114816', '21066', '32995', '20124']","['103165', '114789', '114836', '114777', '114850', '114898', '114761']",
193165,39,Premier League,33,Manchester United,42,Arsenal,1,0,1,0,,,,,Regular Season - 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['882', '114782', '87077', '18772', '892', '888', '90490', '893', '37162', '50773', '1991']","['18804', '114774', '12753', '18910', '2886', '50940', '2924']",,"['851', '50785', '140', '19148', '1443', '1458', '114745', '47261', '1695', '1459', '2295']","['18829', '1187', '510', '1447', '2997', '1441', '18899']",
1035347,39,Premier League,40,Liverpool,42,Arsenal,1,1,1,1,,,,,Regular Season - 18,0.97,3.0,6.0,8.0,5.0,13.0,4.0,13.0,4.0,1.0,0.51,2.0,,1.0,442.0,357.0,0.81,0.74,2.0,6.0,9.0,4.0,13.0,5.0,14.0,5.0,1.0,0.49,5.0,,2.0,423.0,337.0,0.8,4-3-3,4-3-3,"['280', '283', '1145', '290', '1600', '1096', '8500', '293', '306', '247', '2489']","['284', '542', '19035', '51617', '281', '334729', '180317', '287109', '158698']",,"['19465', '19959', '22090', '22224', '641', '37127', '2937', '978', '1460', '643', '127769']","['1946', '1468', '61431', '1452', '1161', '2289', '190', '20355', '727']",
710733,39,Premier League,38,Watford,52,Crystal Palace,1,2,1,4,,,,,Regular Season - 18,,1.0,4.0,6.0,2.0,8.0,3.0,12.0,6.0,2.0,0.45,2.0,,1.0,456.0,363.0,0.8,,5.0,2.0,6.0,1.0,7.0,0.0,9.0,4.0,1.0,0.55,1.0,,0.0,556.0,469.0,0.84,4-3-3,4-3-3,"['18791', '18793', '18794', '22007', '30795', '179', '18804', '21100', '18881', '80', '2218']","['47582', '1424', '18797', '1276', '18799', '2773', '44775', '193296', '2860']",,"['2930', '18862', '2729', '67971', '182201', '2991', '18806', '67972', '19617', '3247', '25927']","['3428', '18849', '1135', '19586', '18852', '18840', '2928', '18843', '19684']",
192847,39,Premier League,49,Chelsea,48,West Ham,1,0,2,0,,,,,Regular Season - 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['730', '82009', '2281', '1200', '2280', '108', '2294', '902', '2296', '12692', '54']","['102731', '19243', '12788', '1436', '34', '2726', '19031']",,"['18812', '19722', '90497', '18813', '2991', '1441', '19238', '114743', '18826', '18831', '35533']","['50247', '48528', '85757', '20439', '69261', '114765', '114758']",
868066,39,Premier League,66,Aston Villa,55,Brentford,3,0,4,0,,,,,Regular Season - 13,,11.0,3.0,12.0,7.0,19.0,5.0,14.0,7.0,0.0,0.45,1.0,,3.0,329.0,247.0,0.75,,3.0,5.0,8.0,4.0,12.0,4.0,11.0,6.0,1.0,0.55,0.0,,7.0,397.0,302.0,0.76,4-2-3-1,3-5-2,"['19599', '19298', '19354', '19179', '894', '2922', '47522', '19366', '19071', '983', '18955']","['19191', '19192', '147', '137302', '19016', '76', '766', '1914', '2999']",,"['19465', '1119', '2731', '19789', '15745', '15799', '25073', '47438', '19346', '20589', '19974']","['19352', '19362', '20649', '15908', '20110', '191337', '18917', '2699', '278041']",
193849,39,Premier League,50,Manchester City,61,Wigan,1,0,3,0,,,,,Regular Season - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18908', '621', '83019', '90507', '49840', '114744', '296', '634', '90493', '5982', '642']","['18825', '1917', '48280', '104129', '18818', '790', '19284']",,"['44326', '114805', '114804', '51079', '114834', '19303', '1347', '18849', '18898', '49892', '47552']","['114110', '114826', '15382', '114889', '19390', '44933', '18763']",
592143,39,Premier League,36,Fulham,42,Arsenal,0,1,0,3,,,,,Regular Season - 1,,2.0,2.0,1.0,4.0,5.0,1.0,12.0,2.0,2.0,0.45,2.0,,2.0,523.0,461.0,0.88,,6.0,4.0,9.0,4.0,13.0,3.0,12.0,3.0,2.0,0.55,2.0,,2.0,626.0,562.0,0.9,4-2-3-1,3-4-3,"['19657', '19022', '19023', '19373', '19015', '19025', '19027', '19393', '19480', '18751', '49923']","['3406', '2825', '19004', '253', '19019', '19017', '18972']",,"['1438', '1439', '1117', '1440', '22224', '1464', '1452', '1456', '2294', '1465', '1467']","['3246', '748', '1468', '1463', '1460', '20386', '1442']",
193274,39,Premier League,76,Swansea,47,Tottenham,0,1,1,3,,,,,Regular Season - 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['90508', '19500', '19583', '96814', '47531', '164', '19332', '53466', '18904', '50818', '42246']","['50988', '19181', '17767', '87809', '47066', '18995', '87876']",,"['159', '19289', '167', '315', '627', '18925', '2921', '106', '174', '409', '49861']","['2795', '19318', '1375', '24876', '18802', '1758', '114766']",
193135,39,Premier League,66,Aston Villa,47,Tottenham,0,1,0,2,,,,,Regular Season - 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['50869', '36891', '19259', '47455', '2713', '630', '18926', '18997', '82435', '66054', '19283']","['2928', '39341', '11096', '19174', '17698', '15864', '18916']",,"['159', '170', '19289', '315', '627', '12719', '24876', '2795', '30813', '18854', '1375']","['18925', '2921', '1758', '176', '19318', '174', '114766']",
592860,39,Premier League,45,Everton,39,Wolves,0,0,1,0,,,,,Regular Season - 37,,4.0,4.0,9.0,5.0,14.0,6.0,11.0,7.0,,0.41,0.0,,3.0,377.0,299.0,0.79,,3.0,2.0,5.0,4.0,9.0,4.0,11.0,12.0,,0.59,2.0,,3.0,528.0,446.0,0.84,4-4-2,3-4-1-2,"['2932', '19073', '2484', '2934', '2724', '18758', '18805', '326', '2795', '2413', '18766']","['766', '156490', '19150', '630', '1455', '18762', '18765', '18761', '18881']",,"['18737', '18739', '18741', '18744', '130', '2676', '2677', '21138', '18746', '18753', '129791']","['2674', '130418', '2716', '652', '285', '2922', '128384', '47319']",
194002,39,Premier League,71,Norwich,36,Fulham,0,1,1,1,,,,,Regular Season - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18737', '19318', '114849', '17426', '19233', '18879', '20401', '19158', '19561', '19216', '19653']","['82563', '45018', '19474', '82048', '20256', '82079', '19434']",,"['19979', '104780', '114787', '114751', '83259', '105378', '114866', '83023', '2921', '2849', '2121']","['114855', '114775', '83018', '82017', '44863', '48521', '18983']",
193979,39,Premier League,66,Aston Villa,42,Arsenal,0,1,1,2,,,,,Regular Season - 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['50869', '19178', '114757', '82340', '111312', '18891', '114846', '90492', '114752', '18777', '82435']","['19387', '20064', '19722', '630', '19283', '114837', '19473']",,"['851', '90489', '140', '1443', '114745', '924', '1459', '104629', '37162', '18769', '31032']","['105800', '105837', '106805', '114900', '297', '87359', '87349']",
710627,39,Premier League,66,Aston Villa,39,Wolves,0,0,2,3,,,,,Regular Season - 8,,5.0,7.0,10.0,4.0,14.0,2.0,8.0,6.0,1.0,0.48,2.0,,1.0,391.0,314.0,0.8,,4.0,3.0,6.0,3.0,9.0,2.0,17.0,7.0,2.0,0.52,3.0,,3.0,415.0,332.0,0.8,3-4-1-2,3-4-2-1,"['19599', '19179', '18941', '19182', '19354', '19191', '19071', '19298', '47522', '18955', '19366']","['76', '19192', '894', '137302', '19195', '138931', '19174', '1914', '19177']",,"['1590', '652', '18741', '2922', '130', '18744', '2677', '2716', '2676', '24888', '18753']","['1605', '129791', '2887', '18737', '144741', '18739', '21138', '149564', '285']",
193406,39,Premier League,50,Manchester City,60,West Brom,3,1,3,1,,,,,Regular Season - 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18908', '621', '104837', '49840', '18818', '18825', '1571', '634', '640', '642', '790']","['121', '296', '771', '83019', '90507', '50502', '19284']",,"['18791', '19548', '19417', '19660', '19147', '85757', '3389', '44789', '19154', '1750', '18930']","['90511', '3106', '19162', '114759', '19304', '19144', '80379']",
710925,39,Premier League,39,Wolves,71,Norwich,0,1,1,1,,,,,Regular Season - 37,,4.0,7.0,8.0,9.0,17.0,6.0,5.0,5.0,,0.64,0.0,,1.0,613.0,546.0,0.89,,2.0,8.0,9.0,2.0,11.0,1.0,10.0,3.0,,0.36,3.0,,3.0,350.0,268.0,0.77,3-4-2-1,3-4-2-1,"['18737', '18739', '18741', '18740', '21138', '41606', '2677', '2676', '24888', '2887', '1864']","['195962', '129791', '1605', '1590', '2922', '285', '41112', '652']",,"['18933', '19066', '18914', '19287', '2360', '19070', '53525', '22170', '19100', '130423', '19085']","['720', '15832', '278095', '278092', '25324', '19061', '138806', '161800', '278064']",
194170,39,Premier League,76,Swansea,39,Wolves,4,2,4,4,,,,,Regular Season - 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['160', '19500', '114832', '49931', '19325', '1133', '53466', '89870', '19502', '2795', '19488']","['19181', '114814', '19332', '19357', '100943', '90508', '114823']",,"['1105', '44857', '18919', '19096', '87875', '20500', '20340', '20439', '20300', '19398', '105391']","['114845', '114871', '83260', '18357', '359', '15618', '105432']",
194374,39,Premier League,45,Everton,47,Tottenham,1,1,2,1,,,,,Regular Season - 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['51298', '114786', '18757', '114747', '18758', '90513', '114801', '114745', '12753', '114820', '17411']","['114862', '114746', '19481', '44963', '114755', '104625', '90511']",,"['18789', '114808', '19178', '19289', '85057', '758', '114799', '114817', '18925', '754', '18928']","['104745', '105424', '115979', '104620', '27543', '19952', '468']",
710893,39,Premier League,40,Liverpool,45,Everton,0,0,2,0,,,,,Regular Season - 34,,4.0,11.0,12.0,6.0,18.0,3.0,8.0,13.0,1.0,0.82,2.0,,1.0,786.0,700.0,0.89,,1.0,4.0,5.0,4.0,9.0,4.0,8.0,1.0,0.0,0.18,5.0,,2.0,173.0,95.0,0.55,4-3-3,4-3-3,"['280', '286', '290', '289', '283', '507', '299', '294', '306', '304', '2678']","['305', '2489', '292', '284', '1600', '296', '1145', '293', '281']",,"['2932', '18758', '2934', '19150', '2165', '326', '18805', '18781', '1455', '2413', '138787']","['172', '2461', '18858', '17661', '284267', '18760', '630', '19195', '20224']",
194319,39,Premier League,48,West Ham,54,Birmingham,0,0,0,1,,,,,Regular Season - 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['2277', '114879', '114763', '90497', '113614', '19708', '83032', '18826', '115939', '105424', '90675']","['2706', '114758', '49862', '115930', '49951', '19748', '90565']",,"['18791', '19417', '115936', '115942', '18357', '115973', '115954', '115940', '19526', '115957', '50188']","['2859', '44855', '115974', '114790', '19204', '11825', '115934']",
193209,39,Premier League,49,Chelsea,52,Crystal Palace,2,1,2,1,,,,,Regular Season - 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['1436', '82009', '1200', '2283', '2280', '106799', '2294', '12788', '2296', '33413', '901']","['12692', '19031', '49862', '19203', '105426', '104311', '42432']",,"['18837', '18798', '114777', '69388', '18847', '19189', '99054', '19052', '19387', '87349', '50188']","['87303', '1432', '19166', '39329', '19837', '19656', '47464']",
193180,39,Premier League,71,Norwich,52,Crystal Palace,1,0,1,0,,,,,Regular Season - 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18737', '19319', '19952', '18738', '17426', '19158', '19326', '19240', '18948', '100187', '19400']","['19216', '114010', '44839', '20332', '114785', '114794', '19002']",,"['18837', '114777', '69388', '17596', '18847', '19189', '99054', '19052', '19387', '87349', '50188']","['19837', '114779', '19166', '18798', '114790', '87303', '19656']",
710886,39,Premier League,42,Arsenal,33,Manchester United,2,1,3,1,,,,,Regular Season - 34,,7.0,5.0,9.0,5.0,14.0,2.0,9.0,1.0,2.0,0.55,3.0,,4.0,507.0,430.0,0.85,,5.0,6.0,9.0,5.0,14.0,3.0,12.0,7.0,2.0,0.45,4.0,,4.0,412.0,337.0,0.82,4-2-3-1,4-2-3-1,"['20355', '190', '22224', '19959', '41577', '1464', '1452', '37127', '1161', '1468', '1460']","['127769', '1440', '2597', '1427', '1467', '1438', '138842', '3246', '138783']",,"['882', '378', '889', '742', '886', '902', '1485', '903', '874', '18', '153430']","['909', '900', '901', '18846', '284324', '19088', '885', '888', '2935']",
194329,39,Premier League,68,Bolton,39,Wolves,0,0,1,0,,,,,Regular Season - 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['114765', '114884', '2281', '82001', '87916', '17727', '115951', '87928', '2905', '100187', '114856']","['935', '308', '114848', '44827', '114864', '114847', '19697']",,"['18836', '44857', '105432', '19096', '18609', '19390', '20500', '20439', '20469', '20300', '105391']","['18919', '87925', '114871', '115976', '114873', '19398', '359']",
867965,39,Premier League,39,Wolves,36,Fulham,0,0,0,0,,,,,Regular Season - 2,,1.0,5.0,4.0,3.0,7.0,1.0,7.0,5.0,1.0,0.6,3.0,,3.0,496.0,392.0,0.79,,3.0,5.0,8.0,1.0,9.0,1.0,14.0,3.0,0.0,0.4,3.0,,1.0,328.0,235.0,0.72,4-2-3-1,4-2-3-1,"['1590', '18740', '19495', '18744', '21138', '2676', '2922', '18746', '1605', '1864', '24888']","['925', '130', '18753', '158432', '41606', '61178', '18739', '19173', '149564']",,"['19657', '657', '19145', '19023', '19549', '19480', '41104', '19004', '899', '19027', '2825']","['191971', '19025', '129707', '946', '18803', '1438', '195106', '18814', '18962']",
1035380,39,Premier League,45,Everton,66,Aston Villa,0,0,0,0,,,,,Regular Season - 21,1.2,2.0,5.0,7.0,3.0,10.0,3.0,13.0,4.0,5.0,0.31,1.0,,4.0,236.0,149.0,0.63,1.26,5.0,7.0,12.0,4.0,16.0,4.0,14.0,5.0,1.0,0.69,4.0,,2.0,530.0,454.0,0.86,4-2-3-1,4-4-2,"['2932', '18758', '2936', '17661', '2165', '162714', '895', '19128', '18805', '83', '18766']","['125743', '18929', '18755', '2934', '138417', '153425', '18765', '330412', '19073']",,"['19599', '19354', '21090', '133', '47547', '983', '1904', '47522', '19191', '277', '19366']","['13489', '2926', '19298', '786', '284390', '284500', '2922', '138937']",
592744,39,Premier League,48,West Ham,47,Tottenham,1,0,2,1,,,,,Regular Season - 25,,4.0,0.0,4.0,0.0,4.0,0.0,14.0,5.0,1.0,0.3,4.0,,3.0,253.0,156.0,0.62,,4.0,13.0,8.0,12.0,20.0,3.0,7.0,7.0,0.0,0.7,3.0,,2.0,569.0,471.0,0.83,4-2-3-1,4-2-3-1,"['2997', '18813', '19147', '1231', '18814', '18819', '900', '1243', '2937', '1697', '19428']","['19361', '18823', '18826', '2500', '19629', '19229', '2473', '278076', '15928']",,"['159', '168', '739', '149550', '176', '178', '2735', '175', '662', '186', '184']","['758', '18742', '172', '182', '164', '179', '162', '18908', '104']",
194172,39,Premier League,61,Wigan,34,Newcastle,4,0,4,0,,,,,Regular Season - 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['44326', '114805', '114804', '51079', '70752', '11825', '1347', '18849', '18763', '90510', '47552']","['44933', '15382', '114826', '114827', '19390', '49892', '18898']",,"['19061', '6599', '18775', '18277', '775', '2205', '90488', '5946', '87348', '49862', '49946']","['20080', '20464', '19637', '18874', '85781', '82138', '18887']",
1035478,39,Premier League,65,Nottingham Forest,36,Fulham,3,0,3,1,,,,,Regular Season - 31,1.53,4.0,8.0,9.0,7.0,16.0,4.0,7.0,3.0,2.0,0.33,1.0,,2.0,324.0,252.0,0.78,1.5,3.0,13.0,15.0,3.0,18.0,2.0,8.0,8.0,0.0,0.67,0.0,,1.0,629.0,551.0,0.88,4-2-3-1,4-2-3-1,"['2919', '138780', '147835', '363695', '2771', '19305', '275170', '153430', '18746', '2298', '18931']","['305', '161921', '6056', '17365', '50999', '2991', '22149', '25916', '2468']",,"['1438', '657', '19145', '152967', '19549', '2823', '41104', '19221', '899', '1455', '195106']","['18753', '2294', '19025', '19004', '19480', '19657', '2887', '2920', '19023']",
1035340,39,Premier League,50,Manchester City,52,Crystal Palace,1,0,2,2,,,,,Regular Season - 17,1.61,9.0,5.0,12.0,7.0,19.0,5.0,12.0,6.0,2.0,0.74,1.0,,0.0,818.0,751.0,0.92,1.82,2.0,1.0,2.0,3.0,5.0,2.0,9.0,1.0,1.0,0.26,1.0,,7.0,285.0,216.0,0.76,4-2-3-1,5-4-1,"['617', '627', '567', '18861', '129033', '284230', '44', '636', '631', '19187', '6009']","['626', '23', '2291', '5', '25004', '278133', '328097', '19130', '41621']",,"['19088', '18862', '18847', '2729', '67971', '182201', '19617', '126949', '18853', '18843', '25927']","['304320', '152418', '311157', '19586', '304319', '19684', '328808', '284493', '18844']",
194496,39,Premier League,50,Manchester City,42,Arsenal,0,1,0,3,,,,,Regular Season - 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18908', '621', '83019', '499', '1108', '42188', '19153', '296', '634', '90493', '5982']","['114879', '49861', '1917', '90516', '114744', '90507', '115944']",,"['2997', '91303', '50785', '87359', '49840', '108', '18825', '48528', '9215', '105837', '87349']","['105800', '1187', '18769', '851', '1443', '115938', '19148']",
1035402,39,Premier League,34,Newcastle,1359,Luton,2,2,4,4,,,,,Regular Season - 23,2.4,6.0,6.0,14.0,5.0,19.0,7.0,13.0,8.0,,0.54,2.0,,4.0,431.0,317.0,0.74,2.36,8.0,0.0,10.0,1.0,11.0,3.0,16.0,2.0,,0.46,2.0,,2.0,379.0,306.0,0.81,4-3-3,3-4-2-1,"['18886', '169', '2806', '38734', '18961', '18901', '10135', '328105', '19163', '138787', '2507']","['2939', '18778', '158694', '2855', '18903', '284492', '18892', '1972', '138906']",,"['8471', '153429', '20206', '19466', '19365', '1427', '2287', '19829', '20189', '19083', '17641']","['19767', '19802', '19408', '19808', '19061', '906', '18854', '140947', '19759']",
867963,39,Premier League,65,Nottingham Forest,48,West Ham,1,0,1,0,,,,,Regular Season - 2,,6.0,4.0,10.0,3.0,13.0,3.0,10.0,6.0,3.0,0.43,4.0,,4.0,288.0,190.0,0.66,,5.0,8.0,10.0,9.0,19.0,6.0,11.0,7.0,2.0,0.57,1.0,,5.0,381.0,284.0,0.75,3-4-1-2,4-3-3,"['19088', '1746', '25916', '44811', '138780', '24882', '20503', '17365', '900', '129711', '8598']","['18884', '18863', '40401', '279', '19842', '18836', '325967', '129712', '84081']",,"['2997', '1231', '2726', '18823', '18813', '1243', '2937', '1697', '19428', '18819', '19361']","['30544', '2473', '665', '19733', '18820', '19229', '171058', '253']",
192907,39,Premier League,47,Tottenham,42,Arsenal,0,1,2,1,,,,,Regular Season - 24,,9.0,8.0,,,,,9.0,10.0,6.0,0.58,3.0,0.0,4.0,,,,,5.0,0.0,,,,,12.0,3.0,2.0,0.42,5.0,0.0,7.0,,,,,,"['159', '170', '167', '627', '175', '2921', '90519', '174', '409', '176', '184']","['106', '12719', '407', '1375', '160', '768', '164']",,"['313', '90489', '1447', '1443', '1439', '1458', '1695', '924', '1459', '1469', '2295']","['105800', '18769', '2380', '851', '19148', '915', '47261']",
1035543,39,Premier League,39,Wolves,52,Crystal Palace,0,2,1,3,,,,,Regular Season - 37,1.57,8.0,3.0,11.0,3.0,14.0,3.0,13.0,8.0,3.0,0.62,3.0,0.0,0.0,545.0,451.0,0.83,2.7,3.0,6.0,9.0,4.0,13.0,4.0,12.0,3.0,5.0,0.38,4.0,1.0,7.0,345.0,253.0,0.73,3-5-1-1,3-4-2-1,"['19341', '130', '18744', '41606', '18742', '195103', '18947', '157912', '21138', '1165', '24888']","['20665', '2056', '144732', '385726', '135334', '171035', '303019', '280687', '82855']",,"['19088', '18862', '2729', '126949', '13736', '288102', '18806', '182201', '19617', '19586', '25927']","['152418', '1135', '67971', '18843', '18847', '284449', '3428', '304320', '19684']",
192835,39,Premier League,76,Swansea,47,Tottenham,0,1,1,2,,,,,Regular Season - 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['90508', '19181', '19500', '19583', '19146', '19332', '18900', '53466', '2795', '42246', '19161']","['18904', '18995', '44355', '47531', '83022', '19325', '17767']",,"['159', '170', '768', '627', '164', '90519', '174', '409', '1375', '176', '184']","['2921', '407', '106', '167', '315', '160', '18854']",
868236,39,Premier League,66,Aston Villa,65,Nottingham Forest,0,0,2,0,,,,,Regular Season - 30,1.3,3.0,4.0,8.0,0.0,8.0,1.0,7.0,1.0,1.0,0.65,3.0,,2.0,448.0,384.0,0.86,0.25,2.0,1.0,3.0,3.0,6.0,3.0,17.0,8.0,7.0,0.35,4.0,,1.0,227.0,149.0,0.66,4-4-2,3-4-2-1,"['19599', '894', '19354', '19179', '47547', '19192', '19191', '47522', '19071', '983', '19366']","['671', '2922', '169291', '278123', '2724', '21090', '766', '19016', '13489']",,"['731', '1746', '371', '25916', '138780', '18904', '2991', '17365', '18746', '275170', '129711']","['2807', '24882', '8598', '1370', '900', '80', '18836', '44811', '18884']",
710571,39,Premier League,40,Liverpool,44,Burnley,1,0,2,0,,,,,Regular Season - 2,,9.0,10.0,21.0,6.0,27.0,8.0,6.0,8.0,3.0,0.67,,,3.0,527.0,434.0,0.82,,3.0,5.0,7.0,2.0,9.0,1.0,12.0,4.0,7.0,0.33,,,6.0,263.0,174.0,0.66,4-3-3,4-4-2,"['280', '286', '290', '1600', '283', '292', '294', '19035', '306', '304', '2678']","['507', '302', '284', '293', '1145', '281', '289', '18812', '1101']",,"['18911', '18916', '18917', '2936', '18918', '18922', '2790', '19268', '18927', '18931', '18929']","['19169', '21383', '137299', '284297', '264437', '18836', '19495', '18736', '18912']",
193425,39,Premier League,49,Chelsea,71,Norwich,0,0,0,0,,,,,Regular Season - 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['104311', '19203', '82009', '2281', '1200', '105426', '2294', '902', '306', '49862', '19031']","['2283', '2296', '33413', '93587', '42432', '19262', '114798']",,"['18737', '44839', '19319', '20332', '18738', '17426', '19079', '18828', '19240', '19216', '100187']","['18948', '19952', '48390', '19326', '19400', '19171', '19474']",
1035061,39,Premier League,44,Burnley,66,Aston Villa,0,2,1,3,,,,,Regular Season - 3,0.73,2.0,6.0,6.0,3.0,9.0,1.0,12.0,4.0,5.0,0.57,2.0,,3.0,594.0,528.0,0.89,2.7,6.0,4.0,12.0,4.0,16.0,6.0,11.0,6.0,1.0,0.43,0.0,,1.0,454.0,380.0,0.84,4-4-2,3-4-2-1,"['162489', '19331', '323449', '17597', '1411', '8589', '19827', '1934', '359603', '123469', '98936']","['2790', '278079', '18948', '22', '19169', '19268', '18922', '8661', '616']",,"['766', '19354', '21090', '46815', '19298', '1904', '47522', '2724', '277', '19191', '19366']","['786', '671', '13489', '2926', '983', '148270', '138937', '19016']",
194395,39,Premier League,49,Chelsea,68,Bolton,0,0,1,0,,,,,Regular Season - 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['1436', '19203', '82009', '114806', '1200', '105426', '113642', '106799', '12788', '102731', '114772']","['114828', '25352', '87726', '18845', '400', '47545', '19357']",,"['114765', '114884', '2281', '82001', '87916', '17727', '115951', '114848', '100187', '114856', '935']","['114847', '114864', '87928', '44827', '114885', '2278']",
193191,39,Premier League,41,Southampton,66,Aston Villa,0,1,2,3,,,,,Regular Season - 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['158', '18944', '287', '18862', '891', '1749', '295', '181', '2938', '19169', '83027']","['113953', '18922', '2675', '19016', '93586', '18954', '50997']",,"['50869', '36891', '18891', '19259', '47455', '2713', '630', '18926', '18997', '82435', '66054']","['18916', '2928', '19283', '18777', '19174', '39341', '11096']",
1035047,39,Premier League,66,Aston Villa,45,Everton,2,0,4,0,,,,,Regular Season - 2,3.0,7.0,4.0,9.0,4.0,13.0,2.0,8.0,7.0,1.0,0.6,3.0,,2.0,566.0,507.0,0.9,0.63,2.0,3.0,6.0,3.0,9.0,4.0,12.0,6.0,1.0,0.4,4.0,,3.0,361.0,294.0,0.81,4-2-3-1,4-1-4-1,"['19599', '19298', '19354', '46815', '2724', '1904', '47522', '983', '277', '19191', '19366']","['2926', '147', '21090', '13489', '137302', '766', '19016', '671', '138937']",,"['2932', '138417', '2934', '2936', '894', '2990', '895', '18805', '162714', '1455', '18766']","['83', '153425', '19364', '167657', '18755', '2165', '19073', '215874', '17661']",
194192,39,Premier League,746,Sunderland,33,Manchester United,0,1,0,1,,,,,Regular Season - 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['282', '114818', '19609', '18912', '20332', '3389', '19526', '19299', '18025', '19507', '19429']","['19186', '114879', '18857', '2911', '19996', '19368', '114902']",,"['882', '114764', '87077', '18772', '888', '90490', '893', '894', '114774', '114802', '50773']","['50940', '114815', '113639', '104256', '2886', '655', '19627']",
