fixture_id,league_id,league_name,home_team_id,home_team_name,away_team_id,away_team_name,goals_half_time_home,goals_half_time_away,goals_full_time_home,goals_full_time_away,goals_extra_time_home,goals_extra_time_away,goals_penalty_home,goals_penalty_away,league_round,expected_goals_home,shots_on_goal_home,shots_off_goal_home,shots_insidebox_home,shots_outsidebox_home,total_shots_home,blocked_shots_home,fouls_home,corner_kicks_home,offsides_home,ball_possession_home,yellow_cards_home,red_cards_home,goalkeeper_saves_home,total_passes_home,passes_accurate_home,passes_percentage_home,expected_goals_away,shots_on_goal_away,shots_off_goal_away,shots_insidebox_away,shots_outsidebox_away,total_shots_away,blocked_shots_away,fouls_away,corner_kicks_away,offsides_away,ball_possession_away,yellow_cards_away,red_cards_away,goalkeeper_saves_away,total_passes_away,passes_accurate_away,passes_percentage_away,formation_home,formation_away,start_xi_home,substitutions_home,coach_home_team,start_xi_away,substitutions_away,coach_away_team
193997,39,Premier League,40,Liverpool,34,Newcastle,1,1,3,1,,,,,Regular Season - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['1624', '90491', '114778', '1350', '105044', '19238', '19501', '20059', '292', '114773', '18831']","['105422', '93990', '6353', '114819', '114882', '18904', '18840']",,"['19061', '6599', '20080', '18775', '18277', '90488', '5946', '87348', '36845', '50207', '49862']","['775', '2205', '19699', '20464', '85781', '82138', '18887']",
710887,39,Premier League,55,Brentford,47,Tottenham,0,0,0,0,,,,,Regular Season - 34,,2.0,6.0,10.0,5.0,15.0,7.0,8.0,12.0,1.0,0.44,2.0,,0.0,393.0,296.0,0.75,,0.0,4.0,7.0,2.0,9.0,5.0,7.0,8.0,1.0,0.56,1.0,,1.0,508.0,431.0,0.85,5-3-2,3-4-3,"['19465', '19124', '19346', '19345', '15745', '174', '47438', '25073', '2699', '19974', '20589']","['19362', '20649', '20110', '153261', '19831', '19347', '2727', '180308', '276263']",,"['159', '164', '30776', '1566', '186', '2735', '175', '863', '19032', '30435', '184']","['168', '178', '244', '19321', '30418', '138793', '162552', '739', '182']",
194337,39,Premier League,68,Bolton,49,Chelsea,0,2,0,4,,,,,Regular Season - 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['114765', '114867', '114884', '2281', '82001', '17727', '114864', '115951', '114848', '100187', '114856']","['87928', '935', '114885', '44827', '87916', '115947', '19697']",,"['1436', '19203', '82009', '114806', '1200', '113642', '106799', '19243', '12788', '102731', '114772']","['19357', '25352', '87726', '114828', '308', '400', '47545']",
592255,39,Premier League,63,Leeds,48,West Ham,1,1,1,2,,,,,Regular Season - 12,,7.0,5.0,10.0,3.0,13.0,1.0,12.0,5.0,2.0,0.64,1.0,,6.0,544.0,465.0,0.85,,8.0,8.0,12.0,7.0,19.0,3.0,10.0,6.0,0.0,0.36,2.0,,6.0,296.0,204.0,0.69,4-1-4-1,4-2-3-1,"['20619', '19118', '19116', '19126', '3008', '19130', '19128', '935', '19133', '19134', '1496']","['19131', '18752', '19139', '19129', '638', '64003', '19112']",,"['2997', '18817', '18813', '1231', '2500', '2937', '1243', '1697', '1826', '19361', '19428']","['18826', '18823', '18828', '2473', '18815', '19147', '19229']",
192821,39,Premier League,75,Stoke City,42,Arsenal,3,0,3,2,,,,,Regular Season - 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18858', '21383', '18912', '19498', '19575', '47508', '780', '18928', '81993', '19512', '19511']","['19193', '19501', '90512', '36846', '2930', '90492', '82834']",,"['19599', '90489', '19148', '19016', '1439', '47261', '1695', '1459', '910', '2295', '297']","['1469', '33255', '2845', '2769', '1456', '1443', '851']",
592251,39,Premier League,42,Arsenal,44,Burnley,0,0,0,1,,,,,Regular Season - 12,,6.0,6.0,12.0,6.0,18.0,6.0,5.0,13.0,3.0,0.64,2.0,1.0,2.0,557.0,462.0,0.83,,2.0,5.0,7.0,3.0,10.0,3.0,11.0,4.0,3.0,0.36,1.0,0.0,6.0,307.0,220.0,0.72,4-2-3-1,4-4-1-1,"['1438', '1439', '1117', '1440', '22224', '1460', '1464', '1452', '2294', '1465', '1467']","['748', '1456', '1468', '1463', '2784', '1448', '1161']",,"['18911', '18916', '18917', '2936', '18918', '18926', '18921', '19268', '19169', '18931', '18929']","['18927', '18930', '19115', '21383', '18920', '19886', '18915']",
868073,39,Premier League,47,Tottenham,34,Newcastle,0,2,1,2,,,,,Regular Season - 13,,5.0,4.0,10.0,7.0,17.0,8.0,12.0,6.0,3.0,0.52,4.0,,3.0,457.0,361.0,0.79,,5.0,3.0,9.0,4.0,13.0,5.0,6.0,7.0,4.0,0.48,2.0,,3.0,409.0,332.0,0.81,3-5-2,4-3-3,"['159', '168', '175', '133', '1566', '180', '18968', '863', '19032', '184', '186']","['207', '178', '164', '18742', '149550', '19235', '2061', '138793', '18932']",,"['18911', '169', '2806', '38734', '18961', '18901', '10135', '1463', '2507', '2939', '723']","['19163', '18931', '18904', '18873', '1972', '18894', '18896', '18941', '19076']",
1035312,39,Premier League,65,Nottingham Forest,45,Everton,0,0,0,1,,,,,Regular Season - 14,0.72,2.0,5.0,9.0,4.0,13.0,6.0,15.0,4.0,1.0,0.62,1.0,,1.0,592.0,484.0,0.82,0.67,3.0,5.0,5.0,7.0,12.0,4.0,14.0,3.0,2.0,0.38,0.0,,2.0,359.0,235.0,0.65,4-3-3,4-4-1-1,"['557', '163', '18739', '363695', '17365', '22149', '24882', '19305', '18746', '18931', '153430']","['371', '2298', '305', '138780', '2771', '50999', '2991', '6056', '25916']",,"['2932', '894', '2936', '17661', '2165', '19128', '895', '2990', '18929', '18805', '125743']","['330412', '298099', '153425', '83', '138417', '19073', '2934', '18755', '18758']",
710572,39,Premier League,50,Manchester City,71,Norwich,2,0,5,0,,,,,Regular Season - 2,,4.0,6.0,7.0,9.0,16.0,6.0,13.0,6.0,2.0,0.67,1.0,,,730.0,684.0,0.94,,0.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,3.0,0.33,0.0,,,362.0,307.0,0.85,4-3-3,4-3-3,"['617', '627', '855', '622', '567', '633', '19187', '636', '44', '643', '931']","['645', '152982', '635', '623', '640', '144732', '641', '50828', '18861']",,"['19061', '19066', '18914', '2360', '19070', '720', '25324', '22170', '19072', '130423', '19085']","['19894', '19077', '25332', '130417', '18933', '19100', '161800', '147835', '15832']",
193276,39,Premier League,60,West Brom,45,Everton,0,1,1,1,,,,,Regular Season - 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18791', '19548', '114759', '19417', '80379', '19162', '19304', '89051', '19154', '114772', '18930']","['90511', '44789', '3106', '19144', '85757', '19660', '3389']",,"['51298', '18759', '18757', '114747', '19895', '19153', '114746', '18758', '18763', '30412', '907']","['626', '19907', '44881', '1558', '114755', '114786', '8740']",
710809,39,Premier League,52,Crystal Palace,49,Chelsea,0,0,0,1,,,,,Regular Season - 26,,0.0,5.0,5.0,2.0,7.0,2.0,4.0,4.0,1.0,0.43,1.0,,2.0,373.0,296.0,0.79,,3.0,3.0,5.0,4.0,9.0,3.0,20.0,4.0,3.0,0.57,3.0,,0.0,518.0,428.0,0.83,4-2-3-1,4-3-3,"['18835', '18862', '2729', '67971', '182201', '18849', '2991', '18843', '19617', '3428', '3247']","['2930', '19586', '25927', '18840', '18806', '2928', '1135', '18852', '284493']",,"['2986', '259', '2285', '2282', '22166', '2289', '2290', '548', '17', '978', '907']","['2278', '2291', '2292', '274550', '2273', '1166', '48', '19720', '18902']",
710878,39,Premier League,63,Leeds,49,Chelsea,0,1,0,3,,,,,Regular Season - 33,,0.0,4.0,2.0,3.0,5.0,1.0,10.0,1.0,0.0,0.32,1.0,1.0,,379.0,298.0,0.79,,4.0,10.0,12.0,5.0,17.0,3.0,14.0,4.0,3.0,0.68,0.0,0.0,,817.0,742.0,0.91,5-4-1,3-4-2-1,"['20619', '19118', '47302', '26238', '64003', '19130', '19128', '162446', '935', '19329', '1496']","['1564', '3008', '19569', '153400', '39105', '297187', '328089', '19131', '278392']",,"['2986', '2278', '2285', '2282', '19720', '19545', '2291', '2289', '19220', '17', '907']","['2292', '548', '2280', '22166', '2287', '1166', '259', '2273', '978']",
868176,39,Premier League,66,Aston Villa,42,Arsenal,2,1,2,4,,,,,Regular Season - 24,0.51,5.0,1.0,4.0,3.0,7.0,1.0,13.0,2.0,0.0,0.33,2.0,,2.0,293.0,225.0,0.77,3.28,5.0,8.0,12.0,8.0,20.0,7.0,4.0,9.0,2.0,0.67,1.0,,3.0,571.0,489.0,0.86,4-4-2,4-3-3,"['19599', '19298', '19354', '19179', '47547', '19191', '47522', '1904', '147', '19071', '19366']","['19192', '2922', '983', '2724', '13489', '894', '169291', '19016', '671']",,"['20355', '19959', '22090', '22224', '641', '37127', '2289', '1464', '1460', '1468', '1946']","['127769', '41725', '2597', '1440', '1117', '727', '50999', '61431', '1161']",
194338,39,Premier League,1356,Blackpool,33,Manchester United,2,0,2,3,,,,,Regular Season - 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['115952', '87887', '19752', '17360', '18793', '19501', '23600', '18025', '114836', '17824', '82307']","['19164', '115933', '87907', '115948', '115932', '87329', '115969']",,"['115977', '114782', '87077', '655', '892', '19504', '114802', '50940', '19553', '50773', '113639']","['114774', '2886', '61998', '18910', '114815', '21089', '18772']",
710787,39,Premier League,51,Brighton,49,Chelsea,0,1,1,1,,,,,Regular Season - 24,,2.0,3.0,7.0,3.0,10.0,5.0,8.0,5.0,1.0,0.43,1.0,,2.0,438.0,360.0,0.82,,3.0,5.0,7.0,8.0,15.0,7.0,5.0,7.0,0.0,0.57,2.0,,1.0,579.0,503.0,0.87,4-1-4-1,4-2-2-2,"['18959', '19265', '537', '18961', '47380', '138815', '18970', '40911', '17715', '6716', '1469']","['19364', '1946', '18973', '37276', '167656', '129643', '137300', '116117', '167663']",,"['2273', '259', '2280', '2278', '2285', '2289', '2290', '548', '19220', '907', '2298']","['1166', '2291', '978', '22166', '19012', '48', '17', '2292', '284492']",
1035437,39,Premier League,36,Fulham,51,Brighton,2,0,3,0,,,,,Regular Season - 27,1.3,5.0,4.0,9.0,3.0,12.0,3.0,16.0,2.0,2.0,0.3,1.0,,5.0,307.0,217.0,0.71,1.34,5.0,7.0,10.0,5.0,15.0,3.0,10.0,6.0,4.0,0.7,2.0,,2.0,742.0,660.0,0.89,4-2-3-1,3-4-2-1,"['1438', '2920', '19145', '152967', '19549', '19480', '2823', '19221', '899', '1455', '195106']","['19025', '2294', '138822', '18753', '19004', '657', '19023', '105', '19657']",,"['18960', '537', '18963', '19265', '138815', '356041', '38695', '46731', '295', '70747', '129643']","['301771', '135775', '18970', '311334', '40911', '129058', '7600', '319572', '1469']",
194421,39,Premier League,54,Birmingham,47,Tottenham,0,1,1,1,,,,,Regular Season - 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18791', '19417', '115936', '18357', '18839', '115973', '115940', '19526', '115934', '11825', '50188']","['115957', '2859', '115974', '115975', '15390', '1546', '115942']",,"['18789', '114808', '19178', '85057', '758', '19952', '18925', '754', '27543', '18928', '1758']","['104620', '114825', '19289', '104745', '468', '30813', '115979']",
193254,39,Premier League,746,Sunderland,66,Aston Villa,0,1,0,1,,,,,Regular Season - 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['51146', '31255', '18912', '49957', '1874', '19899', '18900', '19299', '30749', '19398', '2911']","['1648', '50820', '114744', '114783', '2859', '19526', '2932']",,"['50869', '36891', '18916', '19259', '47455', '630', '18926', '18997', '82435', '2928', '19283']","['18777', '2713', '19174', '11096', '66054', '20167', '17698']",
192823,39,Premier League,50,Manchester City,45,Everton,1,0,1,0,,,,,Regular Season - 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18908', '104837', '49840', '18818', '90498', '18825', '296', '90493', '2054', '452', '642']","['47549', '790', '105426', '50785', '771', '2275', '1108']",,"['51298', '18759', '18757', '114747', '114755', '18758', '19236', '19153', '30412', '42432', '907']","['2287', '114746', '1558', '19907', '90513', '20104', '70752']",
1035502,39,Premier League,65,Nottingham Forest,39,Wolves,1,1,2,2,,,,,Regular Season - 33,1.92,9.0,6.0,13.0,5.0,18.0,3.0,15.0,10.0,1.0,0.46,2.0,,1.0,438.0,361.0,0.82,1.09,4.0,4.0,8.0,3.0,11.0,3.0,10.0,1.0,1.0,0.54,3.0,,7.0,525.0,453.0,0.86,4-2-3-1,3-4-1-2,"['2919', '138780', '147835', '363695', '2771', '19305', '275170', '161921', '18746', '2298', '18931']","['6056', '305', '41577', '341641', '25916', '50999', '2468', '22149', '17365']",,"['1590', '135334', '18744', '41606', '130', '144732', '18947', '18742', '195103', '2056', '1165']","['24888', '280687', '157912', '303019', '171035', '19147', '82855', '19341', '284259']",
193314,39,Premier League,36,Fulham,40,Liverpool,1,1,2,3,,,,,Regular Season - 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18756', '114786', '114787', '405', '18961', '83018', '87315', '1296', '24876', '19645', '82011']","['48125', '19979', '114751', '48521', '114775', '82062', '83032']",,"['282', '104129', '1350', '49958', '1739', '105422', '292', '147', '645', '157', '308']","['41158', '114778', '44297', '47445', '1347', '19502', '18840']",
1035467,39,Premier League,49,Chelsea,44,Burnley,1,0,2,2,,,,,Regular Season - 30,4.26,13.0,10.0,22.0,11.0,33.0,10.0,12.0,12.0,3.0,0.69,2.0,0.0,4.0,630.0,570.0,0.9,1.64,7.0,6.0,14.0,4.0,18.0,5.0,7.0,4.0,0.0,0.31,4.0,1.0,11.0,271.0,204.0,0.75,4-2-3-1,4-4-2,"['118307', '161907', '21998', '95', '47380', '116117', '5996', '152982', '67972', '63577', '283058']","['136723', '645', '284406', '284404', '415001', '366735', '270507', '19012', '259']",,"['616', '180731', '17597', '179400', '8661', '22', '19827', '1934', '336564', '123469', '98936']","['18918', '19268', '19169', '2790', '8589', '47903', '162489', '37381', '18922']",
868050,39,Premier League,46,Leicester,52,Crystal Palace,0,0,0,0,,,,,Regular Season - 11,,5.0,5.0,8.0,6.0,14.0,4.0,18.0,9.0,2.0,0.53,2.0,,1.0,579.0,493.0,0.85,,1.0,5.0,2.0,6.0,8.0,2.0,13.0,2.0,1.0,0.47,2.0,,6.0,514.0,426.0,0.83,4-1-4-1,4-3-3,"['18146', '2920', '3421', '8694', '19760', '22233', '18784', '2926', '148099', '18778', '1098']","['18785', '18788', '2925', '2778', '18777', '18776', '152969', '18906', '17736']",,"['18835', '18847', '2729', '67971', '182201', '18843', '3339', '19586', '3428', '1135', '3247']","['18853', '18852', '19617', '25927', '328808', '106086', '18844', '266203', '19143']",
193322,39,Premier League,48,West Ham,41,Southampton,2,1,3,1,,,,,Regular Season - 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18812', '87713', '114788', '19722', '18844', '19238', '114743', '17727', '18826', '20439', '114758']","['18898', '90497', '10447', '114781', '114765', '102748', '91302']",,"['18859', '18944', '2675', '891', '1749', '295', '18922', '18764', '19016', '19169', '83027']","['30455', '2938', '18954', '114750', '18862', '287', '114791']",
193905,39,Premier League,67,Blackburn,47,Tottenham,1,1,1,2,,,,,Regular Season - 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['90517', '113658', '82016', '19319', '19705', '39358', '104440', '780', '114811', '6346', '19007']","['114862', '47468', '82180', '19171', '1491', '19066', '82113']",,"['114766', '90503', '85057', '19952', '627', '114799', '18925', '754', '83032', '758', '49861']","['167', '1758', '114825', '104620', '19160', '18854', '30813']",
193129,39,Premier League,49,Chelsea,43,Cardiff,1,1,4,1,,,,,Regular Season - 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['1436', '82009', '1200', '2283', '18936', '105426', '2294', '12788', '2296', '42432', '901']","['12692', '33413', '2280', '106799', '629', '104311', '2281']",,"['19407', '19696', '17454', '1316', '49931', '83026', '45064', '1982', '34739', '2792', '29433']","['34428', '19429', '19252', '83033', '17414', '44802', '19707']",
592149,39,Premier League,51,Brighton,49,Chelsea,0,1,1,3,,,,,Regular Season - 1,,3.0,6.0,7.0,6.0,13.0,4.0,8.0,4.0,0.0,0.52,1.0,,2.0,507.0,414.0,0.82,,5.0,2.0,7.0,3.0,10.0,3.0,13.0,3.0,3.0,0.48,0.0,,2.0,465.0,387.0,0.83,3-5-2,4-2-2-2,"['2741', '19265', '18963', '19959', '138815', '295', '18973', '18968', '1946', '19364', '17715']","['19772', '2700', '18970', '18977', '18961', '537', '18960']",,"['2273', '2278', '2726', '2282', '19545', '2289', '2290', '2292', '19220', '978', '1166']","['2287', '2298', '2280', '2295', '19194', '2285', '2275']",
868320,39,Premier League,52,Crystal Palace,65,Nottingham Forest,0,1,1,1,,,,,Regular Season - 38,1.47,3.0,8.0,9.0,6.0,15.0,4.0,9.0,5.0,2.0,0.66,0.0,,3.0,538.0,461.0,0.86,0.48,4.0,2.0,4.0,3.0,7.0,1.0,13.0,4.0,2.0,0.34,2.0,,2.0,276.0,193.0,0.7,4-2-3-1,3-4-2-1,"['19143', '18847', '2729', '67971', '182201', '3339', '18806', '19617', '19586', '3428', '1135']","['25927', '18849', '152418', '18853', '1427', '284549', '126949', '284493', '18862']",,"['18836', '1746', '18739', '25916', '163', '19305', '24882', '10122', '129711', '18746', '8598']","['17365', '2991', '80', '1370', '18884', '129712', '900', '192349', '2807']",
192949,39,Premier League,41,Southampton,52,Crystal Palace,0,0,1,0,,,,,Regular Season - 28,,2.0,10.0,,,,,11.0,10.0,,0.65,0.0,0.0,3.0,,,,,4.0,2.0,,,,,10.0,2.0,,0.35,2.0,0.0,2.0,,,,,,"['18932', '18944', '2675', '18936', '18862', '49852', '18764', '181', '30536', '304', '12765']","['554', '18956', '2938', '114750', '90518', '1749', '162']",,"['18837', '69388', '18839', '18840', '18847', '81774', '19052', '18849', '1432', '3247', '19166']","['82138', '18798', '114751', '18836', '17601', '18048', '18841']",
867952,39,Premier League,47,Tottenham,41,Southampton,2,1,4,1,,,,,Regular Season - 1,,8.0,6.0,14.0,4.0,18.0,4.0,11.0,10.0,2.0,0.58,3.0,,1.0,554.0,471.0,0.85,,2.0,5.0,6.0,4.0,10.0,3.0,6.0,2.0,0.0,0.42,0.0,,5.0,410.0,337.0,0.82,3-4-2-1,5-3-2,"['159', '30776', '175', '164', '1566', '863', '2735', '19032', '30435', '186', '184']","['207', '18968', '133', '178', '18742', '2061', '19235', '168', '18932']",,"['105971', '171', '18942', '2999', '47480', '2114', '2938', '282125', '18949', '19825', '19484']","['18940', '18945', '20600', '20557', '18948', '19524', '18946', '25061', '18935']",
710624,39,Premier League,48,West Ham,55,Brentford,0,1,1,2,,,,,Regular Season - 7,,5.0,6.0,11.0,7.0,18.0,7.0,16.0,10.0,2.0,0.6,2.0,,4.0,424.0,309.0,0.73,,6.0,3.0,11.0,2.0,13.0,4.0,13.0,6.0,1.0,0.4,3.0,,4.0,286.0,184.0,0.64,4-2-3-1,3-5-2,"['2997', '18817', '18813', '1231', '2726', '18819', '1243', '2937', '1697', '19361', '19428']","['18814', '2473', '18823', '1234', '842', '19147', '18816', '18834', '253']",,"['19465', '2731', '19124', '19346', '19789', '30407', '19352', '15799', '20110', '19974', '20589']","['47438', '162189', '20649', '2699', '15745', '47016', '17772', '19363']",
193132,39,Premier League,75,Stoke City,60,West Brom,0,0,0,0,,,,,Regular Season - 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18858', '90512', '21383', '114769', '19498', '19501', '90492', '780', '81993', '18830', '36846']","['105409', '19698', '27543', '19193', '18928', '114771', '77110']",,"['19144', '19548', '19417', '19660', '1742', '85757', '3389', '44789', '19304', '90511', '3106']","['19162', '114772', '18956', '19154', '19342', '18930', '19147']",
710806,39,Premier League,42,Arsenal,55,Brentford,0,0,2,1,,,,,Regular Season - 26,,8.0,8.0,17.0,7.0,24.0,8.0,10.0,14.0,1.0,0.66,1.0,,1.0,562.0,482.0,0.86,,2.0,1.0,3.0,3.0,6.0,3.0,5.0,0.0,2.0,0.34,1.0,,5.0,294.0,213.0,0.72,4-2-3-1,3-5-2,"['20355', '190', '1117', '22224', '19959', '1464', '49', '37127', '1161', '1467', '1460']","['3246', '1468', '41577', '1438', '284428', '1440', '2597', '1452', '1427']",,"['19465', '19124', '1119', '19346', '19789', '30407', '19352', '47438', '20649', '19362', '20589']","['25073', '20110', '2699', '15799', '276263', '15745', '19345', '153261', '47016']",
1035504,39,Premier League,66,Aston Villa,35,Bournemouth,1,1,3,1,,,,,Regular Season - 34,2.51,5.0,6.0,10.0,5.0,15.0,4.0,8.0,8.0,2.0,0.56,1.0,,4.0,482.0,407.0,0.84,1.77,6.0,5.0,10.0,4.0,14.0,3.0,14.0,4.0,3.0,0.44,3.0,,2.0,368.0,305.0,0.83,4-2-3-1,4-2-3-1,"['19599', '19298', '19354', '46815', '2724', '19191', '2926', '983', '277', '19170', '19366']","['21090', '13489', '298128', '294638', '766', '284500', '19016', '133', '329347']",,"['912', '18869', '161671', '6610', '19263', '18872', '1125', '284797', '792', '206254', '18883']","['19070', '19281', '304853', '2734', '47499', '390769', '20093', '18860', '394710']",
868253,39,Premier League,47,Tottenham,35,Bournemouth,1,1,2,3,,,,,Regular Season - 31,2.23,8.0,8.0,15.0,9.0,24.0,8.0,8.0,8.0,1.0,0.57,1.0,,3.0,485.0,395.0,0.81,1.31,6.0,2.0,6.0,3.0,9.0,1.0,9.0,1.0,1.0,0.43,2.0,,6.0,379.0,289.0,0.76,3-4-2-1,3-4-2-1,"['159', '30776', '175', '133', '47519', '2735', '180', '207', '30435', '186', '184']","['168', '83', '2413', '237129', '18932', '337929', '273757', '149550', '156428']",,"['912', '18866', '18940', '19263', '19245', '19482', '2490', '51572', '1125', '2734', '18883']","['18869', '196855', '284797', '6610', '161671', '19281', '18872', '19804', '18860']",
710719,39,Premier League,44,Burnley,38,Watford,0,0,0,0,,,,,Regular Season - 17,,2.0,7.0,7.0,6.0,13.0,4.0,16.0,4.0,3.0,0.52,1.0,,5.0,391.0,270.0,0.69,,5.0,4.0,7.0,4.0,11.0,2.0,9.0,7.0,0.0,0.48,2.0,,2.0,359.0,245.0,0.68,4-4-2,4-4-2,"['18911', '21383', '18917', '2936', '19331', '18925', '18977', '18926', '25416', '665', '18929']","['19169', '18922', '18912', '18836', '264437', '19495', '18916', '18915', '18736']",,"['18791', '18793', '18794', '22007', '30795', '179', '31023', '2860', '1424', '18881', '10329']","['18804', '47582', '2773', '18799', '44775', '21100', '193296', '19251', '18797']",
592283,39,Premier League,36,Fulham,41,Southampton,0,0,0,0,,,,,Regular Season - 15,,1.0,4.0,7.0,3.0,10.0,5.0,15.0,6.0,1.0,0.46,2.0,,2.0,331.0,238.0,0.72,,2.0,1.0,1.0,2.0,3.0,0.0,12.0,3.0,4.0,0.54,0.0,,1.0,396.0,285.0,0.72,3-5-2,4-4-2,"['253', '2729', '2771', '19145', '19549', '19004', '2292', '19480', '3406', '18751', '18767']","['2825', '19027', '49923', '19022', '19657', '19023', '19373', '19015', '19025']",,"['18935', '18936', '18940', '2999', '171', '18945', '2938', '20557', '18769', '18956', '19524']","['2114', '130422', '18942', '231029', '130421', '47480', '18957', '130420', '18932']",
194400,39,Premier League,39,Wolves,61,Wigan,0,2,1,2,,,,,Regular Season - 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18836', '44857', '105432', '18919', '19096', '18609', '87875', '114845', '359', '20300', '114871']","['20439', '19398', '115976', '19390', '115988', '8759', '18742']",,"['44326', '114805', '114110', '114870', '70752', '114752', '19303', '18849', '18898', '18804', '49892']","['114827', '10254', '115985', '15382', '115990', '19556', '115987']",
710784,39,Premier League,41,Southampton,50,Manchester City,1,0,1,1,,,,,Regular Season - 23,,3.0,3.0,6.0,1.0,7.0,1.0,13.0,2.0,2.0,0.26,3.0,,4.0,278.0,193.0,0.69,,5.0,8.0,11.0,9.0,20.0,7.0,5.0,11.0,0.0,0.74,0.0,,2.0,777.0,700.0,0.9,4-4-2,4-3-3,"['18932', '2999', '20600', '171', '47480', '18949', '18945', '18948', '2938', '19524', '138822']","['18946', '30476', '20557', '18769', '19484', '18942', '18956', '18940', '2275']",,"['617', '627', '855', '622', '567', '629', '19187', '636', '44', '631', '645']","['643', '278128', '158697', '158702', '626', '633', '19197', '640', '18861']",
1035462,39,Premier League,48,West Ham,66,Aston Villa,1,0,1,1,,,,,Regular Season - 29,2.02,5.0,6.0,11.0,2.0,13.0,2.0,13.0,7.0,4.0,0.31,3.0,,4.0,264.0,204.0,0.77,0.66,5.0,4.0,6.0,7.0,13.0,4.0,12.0,10.0,2.0,0.69,3.0,,3.0,640.0,562.0,0.88,4-2-3-1,4-4-2,"['253', '1231', '1445', '2726', '2284', '2869', '1243', '19428', '1646', '15911', '18819']","['18823', '2938', '18813', '18955', '291363', '2997', '21694', '18817', '19130']",,"['19599', '19354', '133', '46815', '47547', '983', '2926', '47522', '19170', '13489', '19366']","['277', '19298', '786', '2724', '284500', '21090', '19016', '298128', '766']",
868146,39,Premier League,35,Bournemouth,65,Nottingham Forest,1,0,1,1,,,,,Regular Season - 21,1.42,4.0,8.0,12.0,4.0,16.0,4.0,10.0,4.0,2.0,0.42,1.0,,4.0,366.0,265.0,0.72,1.93,5.0,11.0,11.0,9.0,20.0,4.0,7.0,6.0,2.0,0.58,2.0,,2.0,485.0,388.0,0.8,4-4-2,4-3-1-2,"['912', '18869', '18940', '19263', '19824', '284797', '19482', '2490', '196855', '1125', '19804']","['19454', '19964', '18860', '382160', '6610', '334725', '18866', '347066', '19769']",,"['18836', '163', '1746', '18739', '10122', '19305', '2807', '24882', '18746', '129711', '18931']","['275170', '9926', '18884', '44811', '138780', '900', '19299', '17448', '18863']",
1035400,39,Premier League,45,Everton,47,Tottenham,1,2,2,2,,,,,Regular Season - 23,2.62,5.0,6.0,8.0,6.0,14.0,3.0,8.0,9.0,5.0,0.43,3.0,,4.0,347.0,252.0,0.73,0.98,6.0,2.0,4.0,5.0,9.0,1.0,14.0,5.0,1.0,0.57,0.0,,2.0,495.0,385.0,0.78,4-4-1-1,4-2-3-1,"['2932', '19073', '2936', '17661', '2165', '894', '2990', '895', '18929', '19128', '18766']","['18758', '330412', '153425', '125743', '138417', '298099', '297641', '2934', '18755']",,"['31354', '47519', '30776', '152849', '204039', '2735', '863', '129711', '18784', '1166', '2413']","['237129', '30435', '180', '2061', '162498', '164', '18932', '1566', '162552']",
194271,39,Premier League,54,Birmingham,68,Bolton,1,0,2,1,,,,,Regular Season - 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['18791', '19417', '115941', '115936', '18357', '115973', '115940', '19526', '2859', '114790', '50188']","['115934', '115954', '115957', '44855', '11825', '34739', '19204']",,"['114765', '114867', '2281', '19697', '2278', '114864', '114848', '115947', '100187', '114856', '308']","['2905', '114847', '17727', '44827', '82001', '935', '114885']",
592285,39,Premier League,46,Leicester,33,Manchester United,1,1,2,2,,,,,Regular Season - 15,,2.0,4.0,5.0,5.0,10.0,4.0,10.0,5.0,1.0,0.54,2.0,,2.0,507.0,405.0,0.8,,4.0,4.0,8.0,1.0,9.0,1.0,17.0,0.0,4.0,0.46,1.0,,1.0,439.0,351.0,0.8,4-2-3-1,4-2-3-1,"['2728', '18772', '2920', '19760', '22094', '18777', '2926', '18786', '18784', '18778', '18788']","['18906', '18146', '18773', '18779', '2925', '152969', '3421', '18785', '2778']",,"['882', '889', '2935', '891', '885', '905', '1485', '19329', '903', '908', '909']","['904', '19182', '274', '897', '19088', '378', '547', '900', '902']",
