game_id,minute,home_team_possession,away_team_possession
1640681,40,33.4,66.6
1640681,45+5,32.3,67.7
1640681,45+9,32.3,67.7
1640681,50,32.1,67.9
1640681,60,30.4,69.6
1640681,70,31.9,68.1
1640681,80,33.7,66.3
1640681,90,34.6,65.4
1640681,90+10,37.3,62.7
1729204,10,61.4,38.6
1729204,20,61.0,39.0
1729204,30,57.0,43.0
1729204,40,58.6,41.4
1729204,45+5,57.9,42.1
1729204,45+15,57.7,42.3
1729204,50,58.5,41.5
1729204,60,59.4,40.6
1729204,70,58.5,41.5
1729204,80,58.9,41.1
1729204,90,60.3,39.7
1729204,90+8,60.3,39.7
1729551,10,57.4,42.6
1729551,20,54.6,45.4
1729551,30,62.2,37.8
1729551,40,58.6,41.4
1729551,45+3,62.4,37.6
1729551,50,58.4,41.6
1729551,60,55.4,44.6
1729551,70,54.4,45.6
1729551,80,55.3,44.7
1729551,90,54.0,46.0
1729551,90+7,55.0,45.0
1640997,10,42.0,58.0
1640997,20,51.7,48.3
1640997,30,51.1,48.9
1640997,40,51.8,48.2
1640997,45+4,53.2,46.8
1640997,50,58.0,42.0
1640997,60,54.8,45.2
1640997,70,54.7,45.3
1640997,80,57.6,42.4
1640997,90,59.6,40.4
1640997,90+9,61.8,38.2
1641020,10,71.4,28.6
1641020,20,75.0,25.0
1641020,30,65.7,34.3
1641020,40,64.7,35.3
1641020,45+3,67.0,33.0
1641020,50,68.2,31.8
1641020,60,62.9,37.1
1641020,70,58.5,41.5
1641020,80,54.2,45.8
1641020,90,52.5,47.5
1641020,90+5,51.8,48.2
1640773,10,58.6,41.4
1640773,20,48.3,51.7
1640773,30,47.0,53.0
1640773,40,51.2,48.8
1640773,45+3,52.0,48.0
1640773,50,51.4,48.6
1640773,60,51.9,48.1
1640773,70,52.1,47.9
1640773,80,50.8,49.2
1640773,90,49.4,50.6
1640773,90+5,50.3,49.7
1640847,10,56.9,43.1
1640847,20,58.4,41.6
1640847,30,58.3,41.7
1640847,40,61.4,38.6
1640847,45+3,59.6,40.4
1640847,50,60.8,39.2
1640847,60,59.0,41.0
1640847,70,57.2,42.8
1640847,80,58.3,41.7
1640847,90,57.7,42.3
1640847,90+4,57.0,43.0
1640740,10,59.4,40.6
1640740,20,59.5,40.5
1640740,30,60.2,39.8
1640740,40,59.8,40.2
1640740,45+4,60.1,39.9
1640740,50,60.6,39.4
1640740,60,59.0,41.0
1640740,70,60.5,39.5
1640740,80,61.5,38.5
1640740,90,56.6,43.4
1640740,90+4,56.8,43.2
1729414,10,48.2,51.8
1729414,20,52.2,47.8
1729414,30,62.2,37.8
1729414,40,60.9,39.1
1729414,45+1,59.0,41.0
1729414,50,59.7,40.3
1729414,60,56.9,43.1
1729414,70,54.3,45.7
1729414,80,54.1,45.9
1729414,90,55.0,45.0
1729414,90+5,54.8,45.2
1640880,10,45.3,54.7
1640880,20,44.0,56.0
1640880,30,37.2,62.8
1640880,40,39.8,60.2
1640880,45+2,39.5,60.5
1640880,50,40.3,59.7
1640880,60,41.0,59.0
1640880,70,40.1,59.9
1640880,80,39.3,60.7
1640880,90,38.2,61.8
1640880,90+4,39.2,60.8
1640785,10,56.8,43.2
1640785,20,52.0,48.0
1640785,30,48.4,51.6
1640785,40,50.0,50.0
1640785,45+1,47.2,52.8
1640785,50,47.4,52.6
1640785,60,51.5,48.5
1640785,70,55.2,44.8
1640785,80,56.4,43.6
1640785,90,54.7,45.3
1640785,90+5,53.5,46.5
1640700,10,52.8,47.2
1640700,20,38.4,61.6
1640700,30,33.6,66.4
1640700,40,31.3,68.7
1640700,45+1,30.4,69.6
1640700,50,32.2,67.8
1640700,60,32.2,67.8
1640700,70,30.5,69.5
1640700,80,29.0,71.0
1640700,90,29.5,70.5
1640700,90+5,29.5,70.5
1640955,10,68.3,31.7
1640955,20,70.3,29.7
1640955,30,66.8,33.2
1640955,40,66.9,33.1
1640955,45+3,69.3,30.7
1640955,50,68.1,31.9
1640955,60,67.6,32.4
1640955,70,65.6,34.4
1640955,80,65.2,34.8
1640955,90,65.2,34.8
1640955,90+5,65.3,34.7
1640803,10,64.5,35.5
1640803,20,59.5,40.5
1640803,30,58.6,41.4
1640803,40,61.7,38.3
1640803,45+1,63.2,36.8
1640803,50,63.6,36.4
1640803,60,61.0,39.0
1640803,70,60.2,39.8
1640803,80,61.3,38.7
1640803,90,60.7,39.3
1640803,90+3,60.9,39.1
1640743,10,43.1,56.9
1640743,20,41.3,58.7
1640743,30,47.1,52.9
1640743,40,45.0,55.0
1640743,45+3,45.0,55.0
1640743,50,43.8,56.2
1640743,60,42.4,57.6
1640743,70,41.7,58.3
1640743,80,42.7,57.3
1640743,90,41.8,58.2
1640743,90+4,42.0,58.0
1641052,10,43.2,56.8
1641052,20,32.6,67.4
1641052,30,32.0,68.0
1641052,40,29.7,70.3
1641052,45+4,26.1,73.9
1641052,50,26.6,73.4
1641052,60,26.3,73.7
1641052,70,27.6,72.4
1641052,80,30.4,69.6
1641052,90,32.3,67.7
1641052,90+3,33.1,66.9
1641036,10,87.5,12.5
1641036,20,81.1,18.9
1641036,30,76.0,24.0
1641036,40,77.0,23.0
1641036,45+3,74.0,26.0
1641036,50,75.3,24.7
1641036,60,76.6,23.4
1641036,70,78.2,21.8
1641036,80,78.0,22.0
1641036,90,78.8,21.2
1641036,90+7,77.7,22.3
1640762,10,57.7,42.3
1640762,20,51.5,48.5
1640762,30,45.4,54.6
1640762,40,46.7,53.3
1640762,45+1,46.0,54.0
1640762,50,47.6,52.4
1640762,60,46.7,53.3
1640762,70,50.0,50.0
1640762,80,51.5,48.5
1640762,90,53.3,46.7
1640762,90+7,54.2,45.8
1729319,10,61.4,38.6
1729319,20,66.2,33.8
1729319,30,63.4,36.6
1729319,40,63.5,36.5
1729319,45+4,65.1,34.9
1729319,50,64.9,35.1
1729319,60,67.7,32.3
1729319,70,70.1,29.9
1729319,80,69.8,30.2
1729319,90,70.5,29.5
1729319,90+5,71.2,28.8
1640846,10,77.9,22.1
1640846,20,76.5,23.5
1640846,30,69.1,30.9
1640846,40,68.0,32.0
1640846,45+2,70.2,29.8
1640846,50,65.6,34.4
1640846,60,62.5,37.5
1640846,70,61.7,38.3
1640846,80,62.7,37.3
1640846,90,63.4,36.6
1640846,90+8,62.5,37.5
1729522,10,59.0,41.0
1729522,20,62.6,37.4
1729522,30,63.1,36.9
1729522,40,61.7,38.3
1729522,45+5,62.9,37.1
1729522,45+7,62.2,37.8
1729522,50,60.5,39.5
1729522,60,60.4,39.6
1729522,70,63.1,36.9
1729522,80,66.4,33.6
1729522,90,66.5,33.5
1729522,90+10,65.7,34.3
1729499,10,61.7,38.3
1729499,20,60.3,39.7
1729499,30,67.3,32.7
1729499,40,69.2,30.8
1729499,45+5,71.7,28.3
1729499,45+9,72.3,27.7
1729499,50,71.2,28.8
1729499,60,69.6,30.4
1729499,70,69.3,30.7
1729499,80,70.5,29.5
1729499,90,69.1,30.9
1729499,90+6,70.8,29.2
1640774,10,42.0,58.0
1640774,20,33.5,66.5
1640774,30,36.1,63.9
1640774,40,38.0,62.0
1640774,45+2,41.9,58.1
1640774,50,39.1,60.9
1640774,60,39.4,60.6
1640774,70,40.0,60.0
1640774,80,39.9,60.1
1640774,90,41.5,58.5
1640774,90+5,41.1,58.9
1640735,10,41.9,58.1
1640735,20,36.2,63.8
1640735,30,35.0,65.0
1640735,40,38.4,61.6
1640735,45+5,38.9,61.1
1640735,50,39.3,60.7
1640735,60,38.2,61.8
1640735,70,38.7,61.3
1640735,80,38.0,62.0
1640735,90,36.9,63.1
1640735,90+6,36.7,63.3
1640815,10,44.1,55.9
1640815,20,37.5,62.5
1640815,30,42.9,57.1
1640815,40,40.7,59.3
1640815,45+1,39.0,61.0
1640815,50,38.5,61.5
1640815,60,36.8,63.2
1640815,70,41.1,58.9
1640815,80,42.2,57.8
1640815,90,44.5,55.5
1640815,90+5,44.3,55.7
1640683,10,16.0,84.0
1640683,20,18.7,81.3
1640683,30,16.7,83.3
1640683,40,16.2,83.8
1640683,45+4,22.4,77.6
1640683,50,22.8,77.2
1640683,60,25.7,74.3
1640683,70,26.4,73.6
1640683,80,25.6,74.4
1640683,90,25.0,75.0
1640683,90+3,24.6,75.4
1640778,10,45.5,54.5
1640778,20,58.4,41.6
1640778,30,56.4,43.6
1640778,40,55.1,44.9
1640778,45+2,53.9,46.1
1640778,50,55.2,44.8
1640778,60,52.5,47.5
1640778,70,51.7,48.3
1640778,80,52.4,47.6
1640778,90,52.6,47.4
1640778,90+4,53.1,46.9
1641006,10,52.4,47.6
1641006,20,52.9,47.1
1641006,30,50.9,49.1
1641006,40,53.1,46.9
1641006,45+1,57.8,42.2
1641006,50,57.5,42.5
1641006,60,54.5,45.5
1641006,70,54.3,45.7
1641006,80,54.3,45.7
1641006,90,57.7,42.3
1641006,90+3,57.0,43.0
1729244,10,50.7,49.3
1729244,20,67.0,33.0
1729244,30,65.6,34.4
1729244,40,62.4,37.6
1729244,45+5,59.6,40.4
1729244,50,59.3,40.7
1729244,60,63.1,36.9
1729244,70,67.0,33.0
1729244,80,67.3,32.7
1729244,90,66.2,33.8
1729244,90+8,67.2,32.8
1729316,10,21.0,79.0
1729316,20,24.7,75.3
1729316,30,23.0,77.0
1729316,40,21.1,78.9
1729316,45+5,20.1,79.9
1729316,45+8,22.5,77.5
1729316,50,20.9,79.1
1729316,60,19.8,80.2
1729316,70,19.0,81.0
1729316,80,20.4,79.6
1729316,90,20.7,79.3
1729316,90+4,20.6,79.4
1729357,10,63.4,36.6
1729357,20,57.2,42.8
1729357,30,56.7,43.3
1729357,40,55.2,44.8
1729357,45+5,52.1,47.9
1729357,50,52.6,47.4
1729357,60,54.0,46.0
1729357,70,52.7,47.3
1729357,80,49.2,50.8
1729357,90,47.5,52.5
1729357,90+5,46.6,53.4
1729401,10,70.8,29.2
1729401,20,55.2,44.8
1729401,30,55.0,45.0
1729401,40,54.0,46.0
1729401,45+4,53.6,46.4
1729401,50,48.9,51.1
1729401,60,50.8,49.2
1729401,70,51.7,48.3
1729401,80,50.7,49.3
1729401,90,50.1,49.9
1729401,90+4,51.1,48.9
1641046,10,70.3,29.7
1641046,20,59.7,40.3
1641046,30,57.4,42.6
1641046,40,56.2,43.8
1641046,45+2,55.3,44.7
1641046,50,55.9,44.1
1641046,60,55.1,44.9
1641046,70,53.7,46.3
1641046,80,51.7,48.3
1641046,90,50.7,49.3
1641046,90+7,48.7,51.3
1729229,10,73.6,26.4
1729229,20,59.4,40.6
1729229,30,56.0,44.0
1729229,40,60.8,39.2
1729229,45+5,64.5,35.5
1729229,45+7,65.3,34.7
1729229,50,65.0,35.0
1729229,60,64.5,35.5
1729229,70,64.9,35.1
1729229,80,62.5,37.5
1729229,90,59.8,40.2
1729229,90+5,59.4,40.6
1729271,10,60.7,39.3
1729271,20,64.1,35.9
1729271,30,66.5,33.5
1729271,40,65.2,34.8
1729271,45+3,69.9,30.1
1729271,50,69.1,30.9
1729271,60,64.9,35.1
1729271,70,64.4,35.6
1729271,80,64.9,35.1
1729271,90,63.7,36.3
1729271,90+4,63.7,36.3
1641045,10,32.1,67.9
1641045,20,30.5,69.5
1641045,30,32.4,67.6
1641045,40,32.7,67.3
1641045,45+5,37.9,62.1
1641045,50,39.1,60.9
1641045,60,39.5,60.5
1641045,70,38.6,61.4
1641045,80,40.0,60.0
1641045,90,39.9,60.1
1641045,90+8,40.9,59.1
1641001,10,68.4,31.6
1641001,20,59.7,40.3
1641001,30,59.3,40.7
1641001,40,58.6,41.4
1641001,45+5,58.8,41.2
1641001,50,58.2,41.8
1641001,60,57.0,43.0
1641001,70,56.1,43.9
1641001,80,54.4,45.6
1641001,90,54.3,45.7
1641001,90+10,53.2,46.8
1729442,10,36.1,63.9
1729442,20,44.1,55.9
1729442,30,43.7,56.3
1729442,40,45.3,54.7
1729442,45+1,43.4,56.6
1729442,50,43.9,56.1
1729442,60,44.1,55.9
1729442,70,45.9,54.1
1729442,80,47.5,52.5
1729442,90,47.3,52.7
1729442,90+10,46.5,53.5
1729442,90+13,47.3,52.7
1729383,10,68.0,32.0
1729383,20,73.0,27.0
1729383,30,74.7,25.3
1729383,40,71.9,28.1
1729383,45+5,71.5,28.5
1729383,50,72.5,27.5
1729383,60,72.6,27.4
1729383,70,73.4,26.6
1729383,80,73.2,26.8
1729383,90,72.3,27.7
1729383,90+9,71.5,28.5
1640947,10,76.0,24.0
1640947,20,61.8,38.2
1640947,30,64.1,35.9
1640947,40,61.2,38.8
1640947,45+2,60.4,39.6
1640947,50,60.2,39.8
1640947,60,61.9,38.1
1640947,70,62.5,37.5
1640947,80,65.9,34.1
1640947,90,67.5,32.5
1640947,90+3,68.1,31.9
1640852,10,64.9,35.1
1640852,20,60.9,39.1
1640852,30,62.5,37.5
1640852,40,63.5,36.5
1640852,45+3,64.5,35.5
1640852,50,65.3,34.7
1640852,60,64.8,35.2
1640852,70,62.6,37.4
1640852,80,60.8,39.2
1640852,90,62.6,37.4
1640852,90+7,63.1,36.9
1729439,10,49.6,50.4
1729439,20,38.5,61.5
1729439,30,46.2,53.8
1729439,40,48.9,51.1
1729439,45+2,46.8,53.2
1729439,50,47.5,52.5
1729439,60,48.5,51.5
1729439,70,51.0,49.0
1729439,80,50.8,49.2
1729439,90,48.8,51.2
1729439,90+8,48.6,51.4
1729419,10,72.5,27.5
1729419,20,64.6,35.4
1729419,30,60.9,39.1
1729419,40,62.1,37.9
1729419,45+5,63.2,36.8
1729419,50,64.1,35.9
1729419,60,59.9,40.1
1729419,70,61.1,38.9
1729419,80,59.0,41.0
1729419,90,58.1,41.9
1729419,90+5,56.4,43.6
1729241,10,71.7,28.3
1729241,20,63.8,36.2
1729241,30,57.7,42.3
1729241,40,57.5,42.5
1729241,45+5,58.2,41.8
1729241,50,57.1,42.9
1729241,60,54.0,46.0
1729241,70,52.1,47.9
1729241,80,52.4,47.6
1729241,90,50.7,49.3
1729241,90+7,50.7,49.3
1640936,10,36.1,63.9
1640936,20,37.6,62.4
1640936,30,39.2,60.8
1640936,40,35.8,64.2
1640936,45+3,32.9,67.1
1640936,50,32.3,67.7
1640936,60,31.5,68.5
1640936,70,33.4,66.6
1640936,80,33.9,66.1
1640936,90,32.1,67.9
1640936,90+8,33.4,66.6
1729447,10,43.8,56.3
1729447,20,36.8,63.2
1729447,30,29.1,70.9
1729447,40,28.5,71.5
1729447,45+5,29.9,70.1
1729447,45+8,30.2,69.8
1729447,50,30.5,69.5
1729447,60,34.6,65.4
1729447,70,33.9,66.1
1729447,80,32.0,68.0
1729447,90,30.0,70.0
1729447,90+7,31.3,68.7
1640978,10,88.2,11.8
1640978,20,79.5,20.5
1640978,30,75.1,24.9
1640978,40,77.3,22.7
1640978,45+2,74.8,25.2
1640978,50,73.6,26.4
1640978,60,74.1,25.9
1640978,70,73.7,26.3
1640978,80,72.6,27.4
1640978,90,70.7,29.3
1640978,90+3,70.6,29.4
1640814,10,68.0,32.0
1640814,20,55.5,44.5
1640814,30,57.5,42.5
1640814,40,51.7,48.3
1640814,45+2,49.3,50.7
1640814,50,43.4,56.6
1640814,60,39.3,60.7
1640814,70,38.3,61.7
1640814,80,39.0,61.0
1640814,90,39.8,60.2
1640814,90+6,41.8,58.2
1729407,10,79.8,20.2
1729407,20,78.9,21.1
1729407,30,77.7,22.3
1729407,40,75.3,24.7
1729407,45+2,75.7,24.3
1729407,50,75.9,24.1
1729407,60,77.4,22.6
1729407,70,75.8,24.2
1729407,80,74.0,26.0
1729407,90,74.0,26.0
1729407,90+5,73.6,26.4
1640882,10,52.1,47.9
1640882,20,52.5,47.5
1640882,30,50.3,49.7
1640882,40,48.5,51.5
1640882,45+3,46.9,53.1
1640882,50,47.6,52.4
1640882,60,47.2,52.8
1640882,70,49.9,50.1
1640882,80,51.8,48.2
1640882,90,52.1,47.9
1640882,90+6,52.9,47.1
1640889,10,38.3,61.7
1640889,20,49.2,50.8
1640889,30,51.5,48.5
1640889,40,51.4,48.6
1640889,45+2,51.7,48.3
1640889,50,52.7,47.3
1640889,60,55.0,45.0
1640889,70,58.0,42.0
1640889,80,57.0,43.0
1640889,90,57.4,42.6
1640889,90+5,57.1,42.9
1640832,10,33.8,66.2
1640832,20,31.6,68.4
1640832,30,41.4,58.6
1640832,40,45.4,54.6
1640832,45+4,46.5,53.5
1640832,50,48.7,51.3
1640832,60,50.2,49.8
1640832,70,51.6,48.4
1640832,80,53.1,46.9
1640832,90,53.5,46.5
1640832,90+4,53.6,46.4
1640932,10,23.6,76.4
1640932,20,28.8,71.2
1640932,30,34.8,65.2
1640932,40,39.6,60.4
1640932,45+3,38.2,61.8
1640932,50,38.8,61.2
1640932,60,39.7,60.3
1640932,70,38.6,61.4
1640932,80,38.8,61.2
1640932,90,40.0,60.0
1640932,90+6,40.9,59.1
1641038,10,69.2,30.8
1641038,20,65.3,34.7
1641038,30,63.4,36.6
1641038,40,57.2,42.8
1641038,45+3,59.0,41.0
1641038,50,55.1,44.9
1641038,60,57.8,42.2
1641038,70,56.5,43.5
1641038,80,54.9,45.1
1641038,90,53.8,46.2
1641038,90+4,53.9,46.1
1640911,10,55.6,44.4
1640911,20,56.5,43.5
1640911,30,61.9,38.1
1640911,40,59.7,40.3
1640911,45+2,59.5,40.5
1640911,50,57.2,42.8
1640911,60,55.7,44.3
1640911,70,54.5,45.5
1640911,80,53.7,46.3
1640911,90,55.0,45.0
1640911,90+8,55.2,44.8
1640690,10,70.8,29.2
1640690,20,74.6,25.4
1640690,30,72.9,27.1
1640690,40,64.8,35.2
1640690,45+3,67.3,32.7
1640690,50,68.1,31.9
1640690,60,67.1,32.9
1640690,70,68.3,31.7
1640690,80,65.6,34.4
1640690,90,66.2,33.8
1640690,90+3,66.7,33.3
1640897,10,23.6,76.4
1640897,20,22.6,77.4
1640897,30,25.4,74.6
1640897,40,26.0,74.0
1640897,45+1,28.5,71.5
1640897,50,28.7,71.3
1640897,60,28.1,71.9
1640897,70,28.6,71.4
1640897,80,29.1,70.9
1640897,90,32.6,67.4
1640897,90+4,32.2,67.8
1729285,10,43.4,56.6
1729285,20,44.7,55.3
1729285,30,45.8,54.2
1729285,40,40.7,59.3
1729285,45+4,38.9,61.1
1729285,50,40.9,59.1
1729285,60,41.3,58.7
1729285,70,41.8,58.2
1729285,80,41.7,58.3
1729285,90,43.2,56.8
1729285,90+10,46.5,53.5
1640738,10,80.4,19.6
1640738,20,73.1,26.9
1640738,30,76.0,24.0
1640738,40,74.8,25.2
1640738,45+2,75.6,24.4
1640738,50,71.3,28.7
1640738,60,67.1,32.9
1640738,70,65.7,34.3
1640738,80,65.1,34.9
1640738,90,63.0,37.0
1640738,90+5,62.4,37.6
1640943,10,59.9,40.1
1640943,20,59.5,40.5
1640943,30,58.8,41.2
1640943,40,56.8,43.2
1640943,45+2,57.7,42.3
1640943,50,53.2,46.8
1640943,60,50.2,49.8
1640943,70,50.5,49.5
1640943,80,51.0,49.0
1640943,90,50.8,49.2
1640943,90+5,51.0,49.0
1640986,10,56.7,43.3
1640986,20,53.1,46.9
1640986,30,50.9,49.1
1640986,40,54.5,45.5
1640986,45+5,60.8,39.2
1640986,50,63.1,36.9
1640986,60,64.2,35.8
1640986,70,63.1,36.9
1640986,80,62.0,38.0
1640986,90,64.0,36.0
1640986,90+6,63.0,37.0
1729561,10,91.3,8.7
1729561,20,83.4,16.6
1729561,30,77.7,22.3
1729561,40,75.6,24.4
1729561,45+2,75.6,24.4
1729561,50,73.7,26.3
1729561,60,72.6,27.4
1729561,70,73.3,26.7
1729561,80,74.1,25.9
1729561,90,74.9,25.1
1729561,90+5,75.0,25.0
1640933,10,61.1,38.9
1640933,20,61.7,38.3
1640933,30,65.9,34.1
1640933,40,65.6,34.4
1640933,45+3,63.9,36.1
1640933,50,65.1,34.9
1640933,60,64.3,35.7
1640933,70,64.5,35.5
1640933,80,65.7,34.3
1640933,90,65.2,34.8
1640933,90+10,65.9,34.1
1640933,90+12,65.9,34.1
1640835,10,40.8,59.2
1640835,20,40.5,59.5
1640835,30,36.5,63.5
1640835,40,36.4,63.6
1640835,45+3,40.3,59.7
1640835,50,41.8,58.2
1640835,60,44.2,55.8
1640835,70,43.9,56.1
1640835,80,47.4,52.6
1640835,90,47.3,52.7
1640835,90+4,48.1,51.9
1640746,10,57.9,42.1
1640746,20,59.4,40.6
1640746,30,65.3,34.7
1640746,40,61.3,38.7
1640746,45+1,60.1,39.9
1640746,50,62.6,37.4
1640746,60,61.7,38.3
1640746,70,63.3,36.7
1640746,80,61.3,38.7
1640746,90,59.7,40.3
1640746,90+9,57.1,42.9
1641023,10,51.5,48.5
1641023,20,49.5,50.5
1641023,30,45.2,54.8
1641023,40,51.5,48.5
1641023,45+3,51.2,48.8
1641023,50,51.0,49.0
1641023,60,48.7,51.3
1641023,70,52.6,47.4
1641023,80,53.0,47.0
1641023,90,56.1,43.9
1641023,90+6,56.5,43.5
1640970,10,47.1,52.9
1640970,20,50.9,49.1
1640970,30,45.1,54.9
1640970,40,44.2,55.8
1640970,45+5,41.9,58.1
1640970,50,38.8,61.2
1640970,60,38.6,61.4
1640970,70,37.8,62.2
1640970,80,36.0,64.0
1640970,90,33.9,66.1
1640970,90+8,33.7,66.3
1640899,10,55.0,45.0
1640899,20,49.0,51.0
1640899,30,42.0,58.0
1640899,40,42.0,58.0
1640899,45+4,41.8,58.2
1640899,50,38.9,61.1
1640899,60,38.1,61.9
1640899,70,37.6,62.4
1640899,80,34.1,65.9
1640899,90,33.9,66.1
1640899,90+5,33.3,66.7
1729307,10,25.7,74.3
1729307,20,31.7,68.3
1729307,30,36.1,63.9
1729307,40,33.5,66.5
1729307,45+3,32.8,67.2
1729307,50,34.9,65.1
1729307,60,38.4,61.6
1729307,70,38.6,61.4
1729307,80,38.8,61.2
1729307,90,37.3,62.7
1729307,90+7,37.6,62.4
1729287,10,67.7,32.3
1729287,20,67.0,33.0
1729287,30,61.9,38.1
1729287,40,66.9,33.1
1729287,45+3,62.1,37.9
1729287,50,61.0,39.0
1729287,60,62.2,37.8
1729287,70,62.0,38.0
1729287,80,60.9,39.1
1729287,90,61.6,38.4
1729287,90+6,61.5,38.5
1729234,10,75.0,25.0
1729234,20,67.0,33.0
1729234,30,71.4,28.6
1729234,40,67.9,32.1
1729234,45+4,70.6,29.4
1729234,50,68.3,31.7
1729234,60,67.5,32.5
1729234,70,68.6,31.4
1729234,80,67.1,32.9
1729234,90,65.8,34.2
1729234,90+7,64.8,35.2
1729427,10,42.9,57.1
1729427,20,44.3,55.7
1729427,30,40.3,59.7
1729427,40,44.3,55.7
1729427,45+2,41.7,58.3
1729427,50,43.4,56.6
1729427,60,42.8,57.2
1729427,70,41.9,58.1
1729427,80,41.2,58.8
1729427,90,41.0,59.0
1729427,90+10,40.8,59.2
1729427,90+17,40.3,59.7
1640747,10,47.1,52.9
1640747,20,47.8,52.2
1640747,30,42.8,57.2
1640747,40,48.9,51.1
1640747,45+3,46.4,53.6
1640747,50,46.0,54.0
1640747,60,44.2,55.8
1640747,70,44.9,55.1
1640747,80,47.3,52.7
1640747,90,50.1,49.9
1640747,90+5,49.6,50.4
1729443,10,45.0,55.0
1729443,20,57.4,42.6
1729443,30,59.0,41.0
1729443,40,59.2,40.8
1729443,45+5,62.1,37.9
1729443,45+7,62.1,37.9
1729443,50,65.3,34.7
1729443,60,68.0,32.0
1729443,70,68.4,31.6
1729443,80,68.6,31.4
1729443,90,68.0,32.0
1729443,90+5,69.1,30.9
1640714,10,66.3,33.7
1640714,20,62.1,37.9
1640714,30,64.9,35.1
1640714,40,64.1,35.9
1640714,45+2,65.9,34.1
1640714,50,66.0,34.0
1640714,60,62.3,37.7
1640714,70,61.2,38.8
1640714,80,60.2,39.8
1640714,90,59.7,40.3
1640714,90+5,58.9,41.1
1641042,10,53.2,46.8
1641042,20,54.5,45.5
1641042,30,55.7,44.3
1641042,40,57.0,43.0
1641042,45+1,58.2,41.8
1641042,50,56.7,43.3
1641042,60,57.3,42.7
1641042,70,60.9,39.1
1641042,80,59.7,40.3
1641042,90,58.1,41.9
1641042,90+5,57.5,42.5
1640694,10,19.7,80.3
1640694,20,28.8,71.2
1640694,30,25.7,74.3
1640694,40,27.5,72.5
1640694,45+2,27.4,72.6
1640694,50,32.9,67.1
1640694,60,34.9,65.1
1640694,70,36.3,63.7
1640694,80,39.1,60.9
1640694,90,41.2,58.8
1640694,90+4,41.8,58.2
1640730,10,57.0,43.0
1640730,20,50.4,49.6
1640730,30,47.8,52.2
1640730,40,49.4,50.6
1640730,45+2,49.9,50.1
1640730,50,50.3,49.7
1640730,60,50.4,49.6
1640730,70,48.6,51.4
1640730,80,50.0,50.0
1640730,90,51.2,48.8
1640730,90+6,51.7,48.3
1729478,10,54.2,45.8
1729478,20,46.8,53.2
1729478,30,48.0,52.0
1729478,40,49.3,50.7
1729478,45+5,52.7,47.3
1729478,45+6,52.7,47.3
1729478,50,51.1,48.9
1729478,60,54.4,45.6
1729478,70,55.7,44.3
1729478,80,52.0,48.0
1729478,90,51.4,48.6
1729478,90+8,52.5,47.5
1640804,10,76.3,23.7
1640804,20,74.7,25.3
1640804,30,74.3,25.7
1640804,40,73.0,27.0
1640804,45+2,72.2,27.8
1640804,50,71.3,28.7
1640804,60,71.0,29.0
1640804,70,70.0,30.0
1640804,80,69.3,30.7
1640804,90,68.0,32.0
1640804,90+2,69.1,30.9
1640680,10,49.6,50.4
1640680,20,66.0,34.0
1640680,30,62.7,37.3
1640680,40,58.6,41.4
1640680,45+2,59.4,40.6
1640680,50,57.5,42.5
1640680,60,56.6,43.4
1640680,70,58.4,41.6
1640680,80,58.8,41.2
1640680,90,57.9,42.1
1640680,90+2,57.5,42.5
1729225,10,78.5,21.5
1729225,20,78.0,22.0
1729225,30,79.3,20.7
1729225,40,75.9,24.1
1729225,45+4,73.4,26.6
1729225,50,73.5,26.5
1729225,60,73.3,26.7
1729225,70,74.8,25.2
1729225,80,75.3,24.7
1729225,90,73.2,26.8
1729225,90+4,72.6,27.4
1641015,10,57.6,42.4
1641015,20,55.9,44.1
1641015,30,46.2,53.8
1641015,40,49.4,50.6
1641015,45+2,50.3,49.7
1641015,50,51.1,48.9
1641015,60,50.8,49.2
1641015,70,52.9,47.1
1641015,80,52.6,47.4
1641015,90,51.7,48.3
1641015,90+5,52.1,47.9
1729297,10,59.2,40.8
1729297,20,60.6,39.4
1729297,30,65.5,34.5
1729297,40,69.2,30.8
1729297,45+5,70.3,29.7
1729297,45+6,70.2,29.8
1729297,50,67.7,32.3
1729297,60,67.8,32.2
1729297,70,67.1,32.9
1729297,80,68.9,31.1
1729297,90,67.7,32.3
1729297,90+7,67.6,32.4
1729268,10,53.2,46.8
1729268,20,56.1,43.9
1729268,30,50.5,49.5
1729268,40,49.3,50.7
1729268,45+5,48.1,51.9
1729268,50,46.3,53.7
1729268,60,47.5,52.5
1729268,70,47.6,52.4
1729268,80,46.8,53.2
1729268,90,47.0,53.0
1729268,90+7,46.1,53.9
1641044,10,50.6,49.4
1641044,20,42.4,57.6
1641044,30,43.3,56.7
1641044,40,39.3,60.7
1641044,45+2,37.7,62.3
1641044,50,37.8,62.2
1641044,60,37.0,63.0
1641044,70,36.9,63.1
1641044,80,38.4,61.6
1641044,90,38.2,61.8
1641044,90+3,38.0,62.0
1641014,10,30.7,69.3
1641014,20,43.5,56.5
1641014,30,38.8,61.2
1641014,40,38.4,61.6
1641014,45+2,39.3,60.7
1641014,50,41.1,58.9
1641014,60,41.9,58.1
1641014,70,42.9,57.1
1641014,80,43.3,56.7
1641014,90,41.1,58.9
1641014,90+3,39.9,60.1
1640783,10,74.7,25.3
1640783,20,58.5,41.5
1640783,30,59.8,40.2
1640783,40,61.0,39.0
