season,player_id,firstname,lastname,age,height,weight,appearances,lineups,minutes_played,position,rating,captain,substitutions_in,substitutions_out,bench_appearances,total_shots,shots_on_target,total_goals,assists,goals_conceded,saves,total_passes,key_passes,pass_accuracy,total_tackles,blocks,interceptions,total_duels,duels_won,dribble_attempts,successful_dribbles,dribbled_past,fouls_drawn,fouls_committed,yellow_cards,yellow_red_cards,red_cards,penalties_won,penalties_committed,penalties_scored,penalties_missed,penalties_saved
2020,18956,Shane Patrick,Long,36.0,178,81,11,1,201,Attacker,6.41,False,10,1,17,2,1,0,0,0,0,55,0,0,2,0,3,50,22,5,2,0,6,7,0,0,0,0,0,0,0,0
2020,18936,Ryan Dominic,Bertrand,34.0,179,85,29,29,2599,Defender,6.641379,False,0,1,0,8,3,0,1,0,0,1197,14,0,60,1,30,245,135,9,3,0,35,29,5,0,0,0,0,0,0,0
2020,18769,Theo James,Walcott,34.0,176,68,21,20,1629,Attacker,6.3,False,1,12,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18934,Harry,Lewis,27.0,191,77,0,0,0,Goalkeeper,,False,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,284423,Ryan James,Finnigan,21.0,,,0,0,0,Midfielder,,False,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,138864,Kgaogelo,Chauke,21.0,,,0,0,0,Midfielder,,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,130422,Dan,Nlundulu Konda,25.0,185,75,13,0,98,Attacker,6.4,False,13,0,29,1,0,0,0,0,0,29,1,0,0,0,0,23,7,2,2,0,0,6,0,0,0,0,0,0,0,0
2020,237124,Caleb Cassius,Watts,22.0,171,,3,0,36,Midfielder,6.566666,False,3,0,9,0,0,0,0,0,0,12,0,0,2,0,0,9,4,0,0,0,1,0,1,0,0,0,0,0,0,0
2020,18939,Kayne Richard Junior,Ramsay,24.0,179,66,0,0,0,Defender,5.2,False,0,0,0,0,0,0,0,0,0,19,0,0,5,0,0,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,47480,Mohammed,Salisu Abdul Karim,25.0,191,82,12,8,841,Defender,6.808333,False,4,1,15,4,1,0,0,0,0,360,2,0,38,5,17,121,72,12,9,0,4,10,1,0,0,0,0,0,0,0
2020,18955,Daniel William John,Ings,32.0,178,73,29,26,2183,Attacker,6.955172,False,3,13,3,45,27,12,4,0,0,501,22,0,22,2,3,245,93,59,30,0,18,19,1,0,0,0,0,2,0,0
2020,18943,Jannik,Vestergaard,32.0,199,94,30,29,2574,Defender,6.91,False,1,0,2,20,8,3,0,0,0,1763,7,49,51,16,41,264,167,10,7,0,11,19,3,0,1,0,0,0,0,0
2020,2938,James Michael Edward,Ward-Prowse,30.0,173,66,38,38,3420,Midfielder,7.273684,False,0,0,0,36,24,8,7,0,0,2433,61,55,76,4,42,332,167,22,17,0,27,45,5,0,0,0,0,3,1,0
2020,18932,Fraser Gerard,Forster,36.0,201,93,8,8,720,Goalkeeper,6.875,False,0,0,30,0,0,0,0,0,20,243,0,0,1,0,0,8,6,0,0,0,3,1,0,0,0,0,0,0,0,2
2020,1101,Takumi,Minamino,29.0,172,68,10,9,717,Midfielder,6.633333,False,1,7,6,4,3,2,0,0,0,138,0,0,4,0,2,39,16,7,7,0,2,4,1,0,0,0,0,0,0,0
2020,19524,Ché Zach Everton Fred,Adams,28.0,175,70,36,30,2675,Attacker,6.816666,False,6,14,6,45,31,9,5,0,0,610,37,0,25,2,4,396,160,49,27,0,55,30,1,0,0,0,0,0,0,0
2020,18948,Nathan Daniel Jerome,Redmond,30.0,173,69,29,17,1731,Midfielder,6.751724,False,12,4,13,34,13,2,3,0,0,697,29,0,30,2,11,233,94,68,39,0,15,31,1,0,0,0,0,0,0,0
2020,18957,Michael,Oluwadurotimi Obafemi,24.0,169,71,4,0,57,Attacker,6.375,False,4,0,14,0,0,0,0,0,0,12,1,0,1,0,0,13,4,1,0,0,3,1,0,0,0,0,0,0,0,0
2020,231065,Wandja Allan,Tchaptchet,23.0,193,95,1,0,12,Defender,5.7,False,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2114,Moussa,Djenepo,26.0,177,65,27,15,1239,Attacker,6.570833,False,12,11,19,10,2,1,0,0,0,382,6,0,52,2,10,264,129,52,27,0,39,29,5,0,0,0,0,0,0,0
2020,204042,William,Ferry,24.0,176,68,0,0,0,Midfielder,,False,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18942,Yan,Valery,25.0,185,85,3,1,101,Defender,5.9,False,2,0,8,2,1,0,0,0,0,45,1,0,5,0,2,25,8,4,0,0,1,1,0,0,0,0,0,0,0,0
2020,130420,Jake,Vokins,24.0,180,,1,1,66,Defender,6.3,False,0,1,7,0,0,0,0,0,0,13,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020,231029,Nathan Adewale Temitayo,Tella,25.0,173,70,18,7,741,Midfielder,6.505555,False,11,7,21,13,8,1,1,0,0,135,6,0,8,0,3,127,44,25,11,0,24,16,2,0,0,0,0,0,0,0
2020,18949,Oriol,Romeu Vidal,33.0,183,83,21,20,1767,Midfielder,7.066666,False,1,5,1,9,4,1,1,0,0,1273,14,50,69,7,30,257,137,17,14,0,23,30,6,0,0,0,0,0,0,0
2020,153403,Alexandre ToundÃ© Dimitri,Jankewitz,23.0,185,80,2,1,3,Midfielder,4.95,False,1,0,11,0,0,0,0,0,0,3,0,0,2,0,0,4,3,0,0,0,1,1,0,0,1,0,0,0,0,0
2020,20557,Ibrahima,Diallo,25.0,179,68,22,10,1010,Midfielder,6.46,False,12,2,18,4,1,0,0,0,0,588,9,0,29,1,10,128,60,17,10,0,11,22,3,0,0,0,0,0,0,0
2020,130421,William Anthony Patrick,Smallbone,24.0,183,,3,2,173,Midfielder,6.5,False,1,2,6,1,1,0,0,0,0,73,0,0,6,0,2,21,10,0,0,0,2,3,0,0,0,0,0,0,0,0
2020,2999,Jan Kacper,Bednarek,28.0,189,84,36,36,3104,Defender,6.780555,False,0,3,1,10,6,1,1,0,0,2069,5,47,37,27,83,263,150,6,5,0,13,30,5,0,1,0,0,0,0,0
2020,18940,Jack,Stephens,30.0,185,75,18,17,1538,Defender,6.722222,False,1,2,21,5,3,0,0,0,0,1026,6,46,34,14,28,120,65,5,2,0,9,8,2,0,0,0,0,0,0,0
2020,171,Kyle Leonardus,Walker-Peters,27.0,173,62,30,30,2649,Defender,6.78,False,0,4,1,11,7,0,2,0,0,1323,17,0,83,10,37,349,187,65,46,0,42,33,4,0,0,0,0,0,0,0
2020,18935,Alex Simon,McCarthy,35.0,193,79,30,30,2700,Goalkeeper,6.76,False,0,0,7,0,0,0,0,0,93,938,0,0,1,0,0,13,9,2,2,0,2,0,2,0,0,0,0,0,0,2
2020,18945,Stuart,Armstrong,32.0,183,75,33,32,2774,Midfielder,6.745454,False,1,11,2,35,11,4,5,0,0,1235,35,0,60,1,24,374,171,106,68,0,35,34,3,0,0,0,0,0,0,0
2020,1458,Mesut,Özil,35.0,180,76,0,0,0,Midfielder,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1448,Shkodran,Mustafi,31.0,184,82,3,0,44,Defender,6.7,False,3,0,9,0,0,0,0,0,0,49,0,43,1,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,1450,Sokratis,Papastathopoulos,36.0,186,85,0,0,0,Defender,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,190,Cédric Ricardo,Alves Soares,33.0,172,67,10,8,745,Defender,6.43,False,2,1,17,5,2,0,1,0,0,365,7,0,12,1,8,77,29,11,5,0,5,6,1,0,0,0,0,0,0,0
2020,1452,Mohamed Naser,Elsayed Elneny,32.0,179,72,23,17,1542,Midfielder,6.647826,False,6,4,19,7,3,1,0,0,0,1007,4,40,14,4,24,97,35,7,4,0,10,10,3,0,0,0,0,0,0,0
2020,138842,Miguel Adedayo,Azeez Beloso,22.0,180,,0,0,0,Midfielder,,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1438,Bernd,Leno,32.0,189,82,35,35,3132,Goalkeeper,6.811428,False,0,0,2,0,0,0,0,0,86,995,0,0,1,0,0,17,15,0,0,0,4,2,0,0,1,0,0,0,0,1
2020,1454,Mattéo Elias Kenzo,Guendouzi Olié,25.0,185,68,0,0,0,Midfielder,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,748,Daniel,Ceballos Fernández,28.0,179,70,25,17,1614,Midfielder,7.044,False,8,6,18,9,2,0,3,0,0,1272,27,44,37,6,35,188,95,38,26,0,24,23,4,0,0,0,0,0,0,0
2020,1440,Robert Samuel,Holding,29.0,189,81,30,28,2557,Defender,7.003448,False,2,1,7,14,2,0,1,0,0,1802,4,52,43,27,24,239,127,11,8,0,5,25,2,0,0,0,0,0,0,0
2020,727,Reiss Luke,Nelson,25.0,175,71,2,0,69,Attacker,6.6,False,2,0,6,1,0,0,0,0,0,17,0,0,1,0,1,9,3,4,1,0,1,2,0,0,0,0,0,0,0,0
2020,1161,Emile,Smith Rowe,24.0,182,79,20,18,1448,Midfielder,6.86,False,2,11,5,10,6,2,4,0,0,727,27,0,14,1,10,101,48,30,10,0,20,5,0,0,0,0,0,0,0,0
2020,1463,Joseph George,Willock,25.0,179,71,7,2,234,Midfielder,6.6,False,5,1,15,3,0,0,0,0,0,87,2,0,6,1,3,44,22,9,4,0,4,6,1,0,0,0,0,0,0,0
2020,19599,Damián Emiliano,Martínez Romero,32.0,195,88,0,0,0,Goalkeeper,7.186842,False,0,0,0,0,0,0,0,0,142,1133,2,0,3,0,2,25,22,0,0,0,8,1,0,0,0,0,0,0,0,1
2020,127769,Gabriel Teodoro,Martinelli Silva,23.0,178,75,14,7,588,Attacker,6.807692,False,7,5,16,17,8,2,1,0,0,144,9,0,7,0,8,78,31,25,13,0,4,9,0,0,0,0,0,0,0,0
2020,1460,Bukayo Ayoyinka Temidayo,Saka,23.0,178,72,32,30,2562,Attacker,6.878125,False,2,11,6,38,20,5,3,0,0,978,41,0,25,2,25,328,148,87,46,0,64,28,1,0,0,0,0,0,0,0
2020,37127,Martin,Ødegaard,26.0,178,68,14,9,866,Midfielder,6.878571,False,5,5,7,6,3,1,2,0,0,496,20,0,9,0,2,72,33,17,13,0,9,1,0,0,0,0,0,0,0,0
2020,49,Thomas,Teye Partey,31.0,185,77,24,18,1535,Midfielder,6.970833,False,6,8,6,19,4,0,2,0,0,1137,12,41,44,5,23,194,111,34,27,0,17,18,5,0,0,0,0,0,0,0
2020,22224,Gabriel,dos Santos Magalhães,27.0,190,78,23,22,1996,Defender,6.97826,False,1,0,11,11,4,2,0,0,0,1553,2,57,25,19,25,189,113,6,5,0,26,23,3,1,0,0,0,0,0,0
2020,22090,William Alain André Gabriel,Saliba,23.0,192,92,0,0,0,Defender,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1117,Kieran,Tierney,27.0,178,70,27,26,2301,Defender,6.851851,False,1,3,1,9,3,1,3,0,0,1181,31,0,27,10,16,180,77,30,16,0,18,14,4,0,0,0,0,0,0,0
2020,1439,Héctor,Bellerín Moruno,29.0,178,74,25,24,2093,Defender,6.844,False,1,5,10,9,5,1,2,0,0,1112,22,0,29,8,33,177,79,25,12,0,7,21,8,0,0,0,0,0,0,0
2020,3246,Nicolas,Pépé,29.0,183,73,29,16,1612,Attacker,6.862068,False,13,7,19,39,21,10,1,0,0,629,11,0,20,1,12,227,109,66,27,0,26,11,1,0,1,0,0,1,0,0
2020,1468,Edward,Keddar Nketiah,25.0,175,72,17,4,413,Attacker,6.678571,False,13,4,24,8,5,2,1,0,0,91,8,0,3,0,0,65,28,12,7,0,11,10,0,0,0,0,0,0,0,0
2020,46792,Pablo,Marí Villar,31.0,193,87,10,10,900,Defender,6.83,False,0,0,7,1,0,0,0,0,0,629,2,55,15,7,9,81,47,3,3,0,4,8,2,0,0,0,0,0,0,0
2020,1442,Sead,Kolašinac,31.0,183,85,1,1,90,Defender,6.7,False,0,0,3,0,0,0,0,0,0,62,0,54,0,0,1,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0
2020,2294,Willian,Borges da Silva,36.0,175,77,25,16,1406,Midfielder,7.004,False,9,10,17,13,3,1,5,0,0,677,32,0,13,0,8,106,56,18,13,0,21,5,0,0,0,0,0,0,0,0
2020,1462,Lucas Sebastián,Torreira di Pascua,28.0,166,65,0,0,0,Midfielder,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1465,Pierre-Emerick Emiliano Franço,Aubameyang,35.0,187,80,29,26,2337,Attacker,6.931034,False,3,7,6,44,22,10,3,0,0,623,23,0,12,0,7,196,76,25,12,0,18,13,2,0,0,0,0,2,0,0
2020,20386,Matthew Ryan,Macey,30.0,201,96,0,0,0,Goalkeeper,,False,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1464,Granit,Xhaka,32.0,186,80,31,29,2522,Midfielder,7.003225,False,2,5,4,13,7,1,2,0,0,2188,17,63,50,7,24,255,134,16,8,0,37,39,7,0,1,0,0,0,0,0
2020,19016,Calum,Chambers,29.0,182,66,10,8,752,Defender,6.91,False,2,1,10,6,0,0,2,0,0,479,11,40,7,2,10,73,33,10,4,0,2,7,0,0,0,0,0,0,0,0
2020,2741,Mathew David,Ryan,32.0,184,83,3,3,270,Goalkeeper,7.266666,False,0,0,12,0,0,0,0,0,8,47,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2784,RÃºnar Alex,RÃºnarsson,29.0,186,78,1,0,16,Goalkeeper,6.9,False,1,0,22,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,1467,Alexandre Armand,Lacazette,33.0,175,73,31,22,1930,Attacker,7.02258,False,9,15,14,40,29,13,2,0,0,514,23,0,18,1,12,282,121,36,22,0,54,37,3,0,0,0,0,3,0,0
2020,1456,Ainsley Cory,Maitland-Niles,27.0,177,71,11,5,485,Midfielder,6.722222,False,6,1,14,2,1,0,0,0,0,251,2,0,11,2,14,47,23,10,6,0,3,6,0,0,0,0,0,0,0,0
2020,2283,David Luiz,Moreira Marinho,37.0,188,84,20,17,1397,Defender,6.78421,False,3,3,5,10,2,1,0,0,0,998,2,41,12,9,16,86,55,4,3,0,5,15,1,0,1,0,0,0,0,0
2020,18839,Scott,Dann,36.0,188,76,15,15,1350,Defender,6.733333,False,0,0,15,2,1,1,0,0,0,640,1,0,6,14,18,108,66,4,4,0,5,6,1,0,0,0,0,0,0,0
2020,82227,Stephen Francis,Henderson,34.0,193,87,0,0,0,Goalkeeper,,False,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18849,James,McFarlane McArthur,36.0,178,75,18,17,1471,Midfielder,6.933333,False,1,6,2,4,0,0,2,0,0,772,15,0,57,3,23,190,106,19,14,0,14,32,3,0,0,0,0,0,0,0
2020,2281,Gary,Cahill,37.0,193,86,20,20,1800,Defender,6.765,False,0,0,7,8,3,1,1,0,0,746,8,0,13,22,13,139,86,1,1,0,3,12,3,0,0,0,0,0,0,0
2020,18840,Martin Ronald,Kelly,34.0,191,77,1,0,1,Defender,,False,1,0,25,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18844,James Oliver Charles,Tomkins,35.0,192,74,8,6,552,Defender,6.5875,False,2,1,6,2,1,0,0,0,0,183,1,0,4,3,4,30,16,0,0,0,1,3,1,0,0,0,0,0,0,0
2020,2991,Cheikhou,Kouyaté,35.0,189,83,36,35,3122,Midfielder,6.794285,False,1,2,2,5,2,1,0,0,0,1279,8,0,58,26,32,283,165,12,10,0,15,36,4,0,0,0,0,0,0,0
2020,18836,Wayne Robert,Hennessey,37.0,198,90,0,0,0,Goalkeeper,,False,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18845,Patrick John Miguel,van Aanholt,34.0,176,74,22,20,1776,Defender,6.657142,False,2,1,13,14,5,0,1,0,0,952,12,0,35,6,30,124,59,22,10,0,3,11,2,0,0,0,0,0,0,0
2020,127605,Nathan Kirk-Patrick,Ferguson,24.0,178,74,0,0,0,Defender,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18857,Connor Neil Ralph,Wickham,31.0,191,90,0,0,0,Attacker,,False,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20055,Nya Jerome,Kirby,24.0,174,,0,0,0,Midfielder,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18763,James Patrick,McCarthy,34.0,180,72,16,10,822,Midfielder,6.621428,False,6,8,14,0,0,0,0,0,0,331,5,0,16,7,8,58,31,3,2,0,4,6,1,0,0,0,0,0,0,0
2020,18848,Samuel John,Woods,26.0,185,76,0,0,0,Defender,,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18852,Luka,Milivojević,33.0,186,80,31,27,2365,Midfielder,6.832258,False,4,8,5,13,7,1,1,0,0,1294,21,0,65,6,35,255,139,14,8,0,33,38,8,0,1,0,0,1,1,0
2020,45027,Ryan Stuart Clayton,Innis,29.0,197,82,0,0,0,Defender,,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18842,Mamadou,Sakho,34.0,187,83,4,3,275,Defender,6.35,False,1,0,9,1,0,0,0,0,0,92,0,0,3,2,3,18,9,0,0,0,1,2,0,0,0,0,0,0,0,0
2020,18843,Jeffrey,Schlupp,32.0,178,72,27,15,1425,Midfielder,6.57037,False,12,10,12,14,10,2,3,0,0,398,18,0,29,8,22,268,107,64,31,0,17,25,3,0,0,0,0,0,0,0
2020,19586,Eberechi Oluchi,Eze,26.0,178,73,34,29,2564,Midfielder,6.870588,False,5,10,7,26,13,4,6,0,0,1089,43,0,27,3,24,328,175,118,64,0,72,18,3,0,0,0,0,0,0,0
2020,18862,Nathaniel Edwin,Clyne,33.0,175,67,13,13,1147,Defender,6.507692,False,0,2,9,3,1,0,1,0,0,443,4,0,17,2,18,51,27,6,4,0,2,4,2,0,0,0,0,0,0,0
2020,182201,Tyrick Kwon,Mitchell,25.0,175,68,19,19,1710,Defender,6.873684,False,0,0,11,2,2,1,1,0,0,599,3,0,64,10,21,155,97,18,11,0,11,8,1,0,0,0,0,0,0,0
2020,18847,Joel Edward Philip,Ward,35.0,188,83,26,25,2255,Defender,6.65,False,1,0,8,2,1,0,1,0,0,819,7,0,43,8,41,218,115,16,12,0,12,32,5,0,0,0,0,0,0,0
2020,3428,Jordan Pierre,Ayew,33.0,182,80,33,23,2097,Attacker,6.584848,False,10,11,13,14,11,1,3,0,0,631,13,0,38,2,16,445,182,89,52,0,63,45,4,0,0,0,0,0,0,0
2020,18835,Vicente,Guaita Panadero,37.0,190,81,37,37,3330,Goalkeeper,6.691891,False,0,0,1,0,0,0,0,0,107,921,0,0,1,0,1,16,15,0,0,0,5,0,2,0,0,0,0,0,0,2
2020,25927,Jean-Philippe,Mateta,27.0,192,88,7,2,217,Attacker,6.557142,False,5,2,16,3,2,1,0,0,0,47,1,0,1,0,0,44,18,6,3,0,1,3,0,0,0,0,0,0,0,0
2020,284449,Jesurun,Rak-Sakyi,22.0,178,,0,0,0,Midfielder,,False,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2928,Christian,Benteke Liolo,34.0,190,83,30,21,1818,Attacker,7.07,False,9,9,13,61,34,10,1,0,0,576,15,0,15,6,4,487,255,27,16,0,20,35,2,1,0,0,0,0,0,0
2020,2927,Michy,Batshuayi-Atunga,31.0,185,76,18,7,722,Attacker,6.505555,False,11,5,28,10,6,2,1,0,0,167,9,0,5,1,4,93,31,17,11,0,5,12,0,0,0,0,0,0,0,0
2020,18854,Andros Darryl,Townsend,33.0,181,77,34,25,2258,Midfielder,6.984848,False,9,9,13,24,11,1,5,0,0,703,41,0,78,2,42,355,178,73,44,0,54,28,0,0,0,0,0,0,0,0
2020,2930,Jack,Butland,31.0,196,95,1,1,90,Goalkeeper,6.3,False,0,0,30,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,105239,Jarosław Przemysław,Jach,30.0,189,78,0,0,0,Defender,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18851,Maximilian,Meyer,29.0,173,68,0,0,0,Midfielder,,False,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,855,João Pedro,Cavaco Cancelo,30.0,182,74,0,0,0,Defender,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,199312,Brandon Leroy,Pierrick Keutcha,23.0,182,79,0,0,0,Attacker,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,144710,Reece Phillip Peter,Hannam,24.0,186,,0,0,0,Defender,,False,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3247,Dazet Wilfried,Armel Zaha,32.0,180,66,30,29,2613,Attacker,6.943333,False,1,2,1,37,20,11,2,0,0,734,30,0,26,0,9,393,178,117,55,0,88,32,6,0,0,0,0,2,0,0
2020,18853,JaÃ¯ro Jocquim,Riedewald,28.0,182,79,33,19,1816,Midfielder,6.645161,False,14,9,17,5,2,2,0,0,0,630,12,0,34,7,29,127,65,19,13,0,6,21,4,0,0,0,0,0,0,0
2020,174926,Cheikh Sidya,Diaby,23.0,,,0,0,0,Attacker,,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18828,Robert,Snodgrass,36.0,182,82,8,6,527,Midfielder,6.7,False,2,3,4,1,1,0,0,0,0,132,3,0,17,2,1,78,43,8,4,0,13,8,2,0,0,0,0,0,0,0
2020,1200,Branislav,Ivanović,37.0,185,89,13,8,765,Defender,6.566666,False,5,3,12,3,1,0,0,0,0,317,1,0,14,5,8,58,31,0,0,0,4,11,2,0,0,0,0,0,0,0
2020,19168,Thomas Henry Alex,Robson-Kanu,34.0,183,83,19,2,546,Attacker,6.457894,False,17,2,25,9,6,2,0,0,0,79,5,0,2,0,2,94,29,14,6,0,10,15,2,0,0,0,0,0,0,0
2020,19148,Kieran James Ricardo,Gibbs,34.0,181,73,10,9,809,Defender,6.46,False,1,0,8,1,0,0,0,0,0,264,4,0,15,6,16,53,28,2,2,0,2,6,1,0,1,0,0,0,0,0
2020,19153,Gareth,Barry,39.0,183,78,0,0,0,Midfielder,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19005,Albin Kenneth,Dahrup Zohorè,30.0,190,98,0,0,0,Attacker,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18994,Lee Anthony,Peltier,38.0,178,73,4,3,229,Defender,6.525,False,1,1,24,0,0,0,0,0,0,65,1,0,9,1,1,17,13,1,1,0,0,4,1,0,0,0,0,0,0,0
2020,19359,Romaine Theodore,Sawyers,33.0,175,67,19,17,1490,Midfielder,6.426315,False,2,5,13,3,0,0,0,0,0,720,6,0,30,4,18,140,65,21,8,0,14,18,2,0,0,0,0,0,0,0
2020,19160,Jake Cyril Leonard,Livermore,35.0,181,91,18,15,1248,Midfielder,6.441176,False,3,6,15,3,0,0,0,0,0,384,5,0,33,6,16,127,55,5,2,0,7,30,2,0,1,0,0,0,0,0
2020,19157,Rekeem Jordan,Harper,24.0,180,70,2,0,30,Midfielder,6.6,False,2,0,10,1,1,0,0,0,0,17,0,0,0,0,1,4,3,2,2,0,0,1,0,0,0,0,0,0,0,0
2020,458,Mbaye,Diagne,33.0,191,86,16,14,1193,Attacker,6.72,False,2,6,4,24,10,3,2,0,0,235,9,0,4,1,1,223,89,16,10,0,23,17,2,0,0,0,0,0,0,0
2020,19149,Ahmed El Sayed Ali El Sayed,Hegazy,33.0,193,96,1,1,90,Defender,7.0,False,0,0,1,0,0,0,0,0,0,56,0,0,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,192348,Jamie Lee,Soule,24.0,183,75,0,0,0,Attacker,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,231078,Taylor,Gardner-Hickman,23.0,,,0,0,0,Midfielder,,False,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,283273,Caleb Joaquin,Taylor,21.0,,,0,0,0,Defender,,False,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20224,Andrew Michael,Lonergan,41.0,192,87,0,0,0,Goalkeeper,,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,278069,Toby James,King,22.0,,,0,0,0,Midfielder,,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,17597,Dara Joseph,O'Shea,25.0,188,,28,25,2102,Defender,6.571428,False,3,4,11,2,0,0,0,0,0,810,6,0,45,17,45,224,137,9,5,0,17,13,3,0,0,0,0,0,0,0
2020,19152,Conor Stephen,Townsend,31.0,183,62,25,25,2235,Defender,6.872,False,0,1,2,8,4,0,2,0,0,918,23,0,44,15,36,212,122,27,11,0,25,15,0,0,0,0,0,0,0,0
2020,19143,Samuel Luke,Johnstone,31.0,193,85,37,37,3330,Goalkeeper,7.021621,False,0,0,0,0,0,0,1,74,166,1108,1,0,0,0,2,11,9,0,0,0,4,1,1,0,0,0,0,0,0,1
2020,19055,Karlan Laughton,Ahearne-Grant,27.0,183,70,21,14,1133,Attacker,6.485714,False,7,13,17,13,9,1,0,0,0,217,3,0,5,0,5,133,41,16,9,0,13,9,1,0,0,0,0,0,0,0
2020,18821,Grady George,Diangana,26.0,180,73,20,15,1239,Midfielder,6.505,False,5,9,14,11,4,1,0,0,0,336,6,0,35,2,16,246,117,49,25,0,35,11,0,0,0,0,0,0,0,0
